sequence_ID	prediction
CP019469.1_from_2902435_to_3098371_total_195937_133	EC:3.6.1.13
CP019469.1_from_2902435_to_3098371_total_195937_137	EC:2.4.1.54;EC:2.4.2.53
CP019469.1_from_2902435_to_3098371_total_195937_148	EC:2.1.1.226;EC:2.1.1.227
CP019469.1_from_2902435_to_3098371_total_195937_149	EC:2.2.1.7
CP019469.1_from_2902435_to_3098371_total_195937_151	EC:2.5.1.10
CP019469.1_from_2902435_to_3098371_total_195937_152	EC:3.1.11.6
CP019469.1_from_2902435_to_3098371_total_195937_153	EC:3.1.11.6
CP019469.1_from_2902435_to_3098371_total_195937_167	EC:3.1.3.11
CP019469.1_from_2902435_to_3098371_total_195937_176	EC:2.3.1.179
CP019469.1_from_2902435_to_3098371_total_195937_178	EC:1.1.1.100
CP019469.1_from_2902435_to_3098371_total_195937_180	EC:1.13.12.16
CP019469.1_from_2902435_to_3098371_total_195937_181	EC:2.3.1.180
CP019469.1_from_2902435_to_3098371_total_195937_182	EC:2.3.1.274
CP019469.1_from_2902435_to_3098371_total_195937_186	EC:2.7.2.1
CP019469.1_from_3098377_to_3114114_total_15738_5	EC:4.2.3.3
CP019469.1_from_3098377_to_3114114_total_15738_10	EC:2.4.1.129
CP019469.1_from_3114124_to_3182096_total_67973_6	EC:4.4.1.5
CP019469.1_from_3114124_to_3182096_total_67973_22	EC:1.97.1.4
CP019469.1_from_3114124_to_3182096_total_67973_36	EC:2.7.1.69
CP019469.1_from_3114124_to_3182096_total_67973_43	EC:2.7.1.69
CP019469.1_from_3182118_to_3315521_total_133404_16	EC:2.4.2.31
CP019469.1_from_3182118_to_3315521_total_133404_30	EC:2.1.1.37
CP019469.1_from_3182118_to_3315521_total_133404_75	EC:2.3.1.9
CP019469.1_from_3182118_to_3315521_total_133404_76	EC:1.1.1.157
CP019469.1_from_3182118_to_3315521_total_133404_80	EC:1.3.8.1
CP019469.1_from_3182118_to_3315521_total_133404_85	EC:2.7.1.23
CP019469.1_from_3182118_to_3315521_total_133404_87	EC:3.5.1.28
CP019469.1_from_3182118_to_3315521_total_133404_94	EC:3.6.4.12
CP019469.1_from_3182118_to_3315521_total_133404_95	EC:3.1.21.3;EC:3.6.4.12
CP019469.1_from_3182118_to_3315521_total_133404_105	EC:5.1.3.14
CP019469.1_from_3182118_to_3315521_total_133404_111	EC:2.7.13.3
CP019469.1_from_3182118_to_3315521_total_133404_116	EC:7.6.2.11
CP019469.1_from_3182118_to_3315521_total_133404_126	EC:2.7.7.65
CP019469.1_from_3182118_to_3315521_total_133404_130	EC:3.5.99.6
CP019469.1_from_3182118_to_3315521_total_133404_142	EC:4.2.1.2
CP019469.1_from_3182118_to_3315521_total_133404_143	EC:4.2.1.2;EC:4.2.1.32
CP019469.1_from_3315624_to_3337453_total_21830_7	EC:1.1.1.95
CP019469.1_from_3315624_to_3337453_total_21830_11	EC:4.2.1.33
CP019469.1_from_3315624_to_3337453_total_21830_12	EC:4.2.1.33
CP019469.1_from_3315624_to_3337453_total_21830_13	EC:2.3.3.13
CP019469.1_from_3337461_to_3769995_total_432535_9	EC:2.7.7.7
CP019469.1_from_3337461_to_3769995_total_432535_17	EC:3.5.3.11
CP019469.1_from_3337461_to_3769995_total_432535_18	EC:2.5.1.16
CP019469.1_from_3337461_to_3769995_total_432535_27	EC:2.7.7.27
CP019469.1_from_3337461_to_3769995_total_432535_28	EC:2.7.7.27
CP019469.1_from_3337461_to_3769995_total_432535_41	EC:3.6.3.30
CP019469.1_from_3337461_to_3769995_total_432535_48	EC:3.2.1.122
CP019469.1_from_3337461_to_3769995_total_432535_73	EC:2.1.2.3
CP019469.1_from_3337461_to_3769995_total_432535_81	EC:1.1.1.42
CP019469.1_from_3337461_to_3769995_total_432535_84	EC:2.3.3.13;EC:2.3.3.14
CP019469.1_from_3337461_to_3769995_total_432535_88	EC:1.4.1.13
CP019469.1_from_3337461_to_3769995_total_432535_89	EC:1.15.1.2
CP019469.1_from_3337461_to_3769995_total_432535_99	EC:2.7.1.69
CP019469.1_from_3337461_to_3769995_total_432535_102	None
CP019469.1_from_3337461_to_3769995_total_432535_111	EC:1.3.99.2
CP019469.1_from_3337461_to_3769995_total_432535_126	None
CP019469.1_from_3337461_to_3769995_total_432535_150	EC:1.2.1.2
CP019469.1_from_3337461_to_3769995_total_432535_163	EC:2.3.1.54
CP019469.1_from_3337461_to_3769995_total_432535_170	EC:2.8.1.4
CP019469.1_from_3337461_to_3769995_total_432535_194	EC:2.3.1.181
CP019469.1_from_3337461_to_3769995_total_432535_195	EC:2.8.1.6
CP019469.1_from_3337461_to_3769995_total_432535_200	EC:2.1.1.13;EC:2.1.1.258
CP019469.1_from_3337461_to_3769995_total_432535_206	EC:1.5.1.20
CP019469.1_from_3337461_to_3769995_total_432535_208	EC:1.5.1.5;EC:3.5.4.9
CP019469.1_from_3337461_to_3769995_total_432535_210	EC:6.3.4.3
CP019469.1_from_3337461_to_3769995_total_432535_212	EC:1.2.7.4
CP019469.1_from_3337461_to_3769995_total_432535_213	EC:2.3.1.19;EC:2.3.1.8
CP019469.1_from_3337461_to_3769995_total_432535_221	EC:6.1.1.19
CP019469.1_from_3337461_to_3769995_total_432535_224	EC:3.4.13.18;EC:3.4.13.20
CP019469.1_from_3337461_to_3769995_total_432535_227	EC:3.6.1.55
CP019469.1_from_3337461_to_3769995_total_432535_298	EC:2.7.13.3
CP019469.1_from_3337461_to_3769995_total_432535_345	EC:1.11.1.6
CP019469.1_from_3337461_to_3769995_total_432535_364	EC:2.7.9.2
CP019469.1_from_3337461_to_3769995_total_432535_366	EC:1.2.1.9
CP019469.1_from_3337461_to_3769995_total_432535_373	EC:6.1.1.3
CP019469.1_from_3337461_to_3769995_total_432535_382	EC:3.4.21.53
CP019469.1_from_3337461_to_3769995_total_432535_384	None
CP019469.1_from_3337461_to_3769995_total_432535_386	EC:3.1.21.2
CP019469.1_from_3337461_to_3769995_total_432535_388	EC:3.5.1.2
CP019469.1_from_3337461_to_3769995_total_432535_389	EC:2.7.1.48
CP019469.1_from_3337461_to_3769995_total_432535_391	EC:3.4.21.89
CP019469.1_from_3337461_to_3769995_total_432535_392	EC:3.4.21.89
CP019469.1_from_3770024_to_4124119_total_354096_11	EC:3.1.1.61
CP019469.1_from_3770024_to_4124119_total_354096_30	EC:3.4.11.4
CP019469.1_from_3770024_to_4124119_total_354096_35	EC:2.7.13.3
CP019469.1_from_3770024_to_4124119_total_354096_92	EC:5.1.1.12
CP019469.1_from_3770024_to_4124119_total_354096_95	EC:5.4.3.5
CP019469.1_from_3770024_to_4124119_total_354096_109	EC:4.1.2.13
CP019469.1_from_3770024_to_4124119_total_354096_111	EC:1.14.13.48
CP019469.1_from_3770024_to_4124119_total_354096_114	EC:1.3.1.108
CP019469.1_from_3770024_to_4124119_total_354096_115	EC:4.2.1.157
CP019469.1_from_3770024_to_4124119_total_354096_118	EC:2.8.3.17
CP019469.1_from_3770024_to_4124119_total_354096_119	EC:1.1.1.28
CP019469.1_from_3770024_to_4124119_total_354096_137	EC:2.7.6.5
CP019469.1_from_3770024_to_4124119_total_354096_154	EC:5.2.1.8
CP019469.1_from_3770024_to_4124119_total_354096_176	EC:3.6.3.3;EC:3.6.3.5
CP019469.1_from_3770024_to_4124119_total_354096_193	EC:2.8.1.6
CP019469.1_from_3770024_to_4124119_total_354096_197	EC:3.6.3.25
CP019469.1_from_3770024_to_4124119_total_354096_205	EC:2.7.1.69
CP019469.1_from_3770024_to_4124119_total_354096_278	EC:4.2.1.46
CP019469.1_from_3770024_to_4124119_total_354096_279	EC:5.1.3.13
CP019469.1_from_3770024_to_4124119_total_354096_284	EC:2.1.2.3;EC:3.5.4.10
CP019469.1_from_3770024_to_4124119_total_354096_286	EC:6.3.3.1
CP019469.1_from_3770024_to_4124119_total_354096_288	EC:6.3.2.6
CP019469.1_from_3770024_to_4124119_total_354096_309	EC:6.3.5.2
CP019469.1_from_3770024_to_4124119_total_354096_322	EC:2.4.2.10
CP019469.1_from_3770024_to_4124119_total_354096_323	EC:1.3.1.14
CP019469.1_from_3770024_to_4124119_total_354096_325	EC:2.1.3.2
CP019469.1_from_3770024_to_4124119_total_354096_330	EC:1.4.1.2;EC:1.4.1.3
CP019469.1_from_4136913_to_4191504_total_54592_2	EC:2.3.1.234
CP019469.1_from_4136913_to_4191504_total_54592_20	EC:2.7.1.69
CP019469.1_from_4136913_to_4191504_total_54592_26	EC:2.5.1.6
CP019469.1_from_4136913_to_4191504_total_54592_28	EC:4.2.1.59
CP019469.1_from_4136913_to_4191504_total_54592_38	EC:5.4.2.10
CP019469.1_from_4136913_to_4191504_total_54592_39	EC:1.2.7.1
CP019469.1_from_4136913_to_4191504_total_54592_40	EC:1.2.7.3
CP019469.1_from_4136913_to_4191504_total_54592_41	EC:1.2.7.7
CP019469.1_from_4136913_to_4191504_total_54592_47	EC:2.7.7.85
CP018136.1_from_11348_to_12237_total_890_2	EC:2.4.2.8
CP018136.1_from_54111_to_58650_total_4540_2	None
CP018136.1_from_99017_to_100873_total_1857_2	EC:3.5.1.28
CP018136.1_from_121046_to_121972_total_927_2	EC:6.3.2.6
CP018136.1_from_134895_to_136902_total_2008_1	EC:4.3.2.2
CP018136.1_from_179365_to_180492_total_1128_1	EC:3.5.1.28
CP018136.1_from_214983_to_215325_total_343_1	EC:1.1.1.22
CP018136.1_from_233233_to_234207_total_975_1	None
CP018136.1_from_238048_to_239593_total_1546_2	EC:2.5.1.78
CP018136.1_from_240746_to_244127_total_3382_2	EC:2.5.1.9
CP018136.1_from_240746_to_244127_total_3382_5	EC:3.6.4.12
CP018136.1_from_290140_to_291462_total_1323_3	EC:2.7.7.6
CP018136.1_from_311573_to_313866_total_2294_1	EC:6.1.1.4
CP018136.1_from_354686_to_356496_total_1811_1	EC:4.1.2.25
CP018136.1_from_366586_to_367074_total_489_1	None
CP018136.1_from_372728_to_374489_total_1762_2	EC:4.1.2.14;EC:4.1.2.21;EC:4.1.3.16
CP018136.1_from_376988_to_379260_total_2273_2	EC:3.2.1.179
CP018136.1_from_376988_to_379260_total_2273_3	EC:2.7.1.69
CP018136.1_from_392307_to_393899_total_1593_1	EC:4.4.1.21
CP018136.1_from_411303_to_412848_total_1546_1	EC:1.1.1.133
CP018136.1_from_445742_to_447166_total_1425_2	EC:3.4.21.89
CP018136.1_from_453838_to_461588_total_7751_5	EC:4.2.1.17
CP018136.1_from_473026_to_473990_total_965_2	EC:6.3.5.7
CP018136.1_from_558083_to_558699_total_617_2	EC:2.1.1.33
CP018136.1_from_582316_to_584752_total_2437_1	EC:6.1.1.20
CP018136.1_from_606796_to_608477_total_1682_1	EC:4.1.2.13
CP018136.1_from_662254_to_665670_total_3417_1	EC:1.8.1.8
CP018136.1_from_678292_to_681385_total_3094_3	EC:2.5.1.75
CP018136.1_from_681640_to_683149_total_1510_3	EC:3.1.26.11
CP018136.1_from_690968_to_694648_total_3681_3	EC:6.3.2.9
CP018136.1_from_697110_to_699741_total_2632_1	EC:2.4.2.10
CP018136.1_from_717791_to_718927_total_1137_1	EC:2.5.1.3
CP018136.1_from_722061_to_724372_total_2312_2	EC:1.2.3.3
CP018136.1_from_745215_to_746605_total_1391_2	EC:3.4.21.92
CP018136.1_from_755207_to_758022_total_2816_1	EC:2.7.1.69
CP018136.1_from_761931_to_763913_total_1983_1	EC:1.3.98.1
CP018136.1_from_812929_to_815288_total_2360_2	EC:1.5.1.5;EC:3.5.4.9
CP018136.1_from_812929_to_815288_total_2360_3	EC:4.2.1.136
CP018136.1_from_815309_to_816684_total_1376_1	EC:5.3.1.6
CP018136.1_from_822919_to_823846_total_928_1	EC:2.7.1.33
CP018136.1_from_824872_to_825296_total_425_1	EC:2.1.1.172
CP018136.1_from_835922_to_837599_total_1678_2	EC:2.3.1.275
CP018136.1_from_837660_to_842405_total_4746_1	EC:5.6.2.2
CP018136.1_from_837660_to_842405_total_4746_4	EC:5.6.2.2
CP018136.1_from_845590_to_846688_total_1099_2	EC:3.4.19.3
CP018136.1_from_848764_to_851886_total_3123_4	EC:1.8.4.14
CP018136.1_from_874966_to_875887_total_922_1	EC:2.1.1.72
CP018136.1_from_909710_to_911592_total_1883_2	EC:4.1.1.96
CP018136.1_from_911705_to_913752_total_2048_2	EC:3.5.1.53;EC:3.5.1.77
CP018136.1_from_915047_to_917386_total_2340_3	EC:3.4.23.36
CP018136.1_from_919954_to_920856_total_903_1	EC:2.7.2.11
CP018136.1_from_927231_to_929854_total_2624_2	EC:2.7.4.22
CP018136.1_from_947152_to_948115_total_964_2	EC:2.7.1.24
CP018136.1_from_956543_to_958207_total_1665_2	EC:5.2.1.8
CP018136.1_from_963534_to_967386_total_3853_5	EC:2.7.7.7
CP018136.1_from_989965_to_991310_total_1346_3	EC:2.7.1.21
CP018136.1_from_1034221_to_1035529_total_1309_1	EC:2.5.1.7
CP018136.1_from_1048644_to_1052406_total_3763_3	EC:2.3.1.8
CP018136.1_from_1058671_to_1063630_total_4960_4	EC:6.5.1.2
CP018136.1_from_1105606_to_1110933_total_5328_4	EC:3.5.2.3
CP018136.1_from_1105606_to_1110933_total_5328_5	EC:3.6.1.55
CP018136.1_from_1105606_to_1110933_total_5328_6	EC:3.2.2.27
CP018136.1_from_1124911_to_1126012_total_1102_2	None
CP018136.1_from_1126087_to_1127324_total_1238_1	EC:3.2.1.85
CP018136.1_from_1130902_to_1131819_total_918_1	EC:4.1.2.40
CP018136.1_from_1135381_to_1137903_total_2523_3	EC:3.6.5.n1
CP018136.1_from_1138072_to_1141690_total_3619_2	EC:3.1.3.16
CP018136.1_from_1141778_to_1142980_total_1203_3	EC:3.1.11.6
CP018136.1_from_1145669_to_1146929_total_1261_1	EC:5.4.99.25
CP018136.1_from_1152571_to_1154131_total_1561_2	EC:1.1.1.27
CP018136.1_from_1187539_to_1189235_total_1697_3	EC:4.2.1.33
CP018136.1_from_1193081_to_1194596_total_1516_1	EC:5.6.2.1
CP018136.1_from_1204309_to_1206745_total_2437_3	EC:6.3.5.5
CP018136.1_from_1208917_to_1212716_total_3800_1	EC:6.3.5.5
CP018136.1_from_1208917_to_1212716_total_3800_2	EC:2.1.3.2
CP018136.1_from_1208917_to_1212716_total_3800_3	EC:2.4.2.9
CP018136.1_from_1243885_to_1244840_total_956_2	EC:3.6.3.14
CP018136.1_from_1254593_to_1256592_total_2000_2	EC:5.1.3.9
CP018136.1_from_1271127_to_1273116_total_1990_2	EC:1.8.4.11;EC:1.8.4.12
CP018136.1_from_1276391_to_1277868_total_1478_1	EC:2.7.13.3
CP018136.1_from_1289828_to_1291581_total_1754_1	EC:1.1.1.25
CP018136.1_from_1289828_to_1291581_total_1754_2	EC:4.2.1.10
CP018136.1_from_1305033_to_1305881_total_849_1	EC:1.3.1.98
CP018136.1_from_1328440_to_1331339_total_2900_2	EC:6.3.1.5
CP018136.1_from_1349360_to_1350761_total_1402_2	EC:1.8.1.9
CP018136.1_from_1400357_to_1401783_total_1427_1	EC:6.3.2.8
CP018136.1_from_1407524_to_1408082_total_559_2	EC:2.7.1.21
CP018136.1_from_1413840_to_1417831_total_3992_1	EC:6.3.2.13;EC:6.3.2.7
CP018136.1_from_1413840_to_1417831_total_3992_5	EC:3.6.1.1
CP018136.1_from_1444357_to_1445350_total_994_2	EC:1.17.1.8
CP018136.1_from_1449729_to_1451534_total_1806_2	EC:1.18.1.2
CP018136.1_from_1453473_to_1454836_total_1364_3	None
CP018136.1_from_1499807_to_1505786_total_5980_4	EC:5.3.1.1
CP018136.1_from_1499807_to_1505786_total_5980_6	EC:2.3.1.31
CP018136.1_from_1499807_to_1505786_total_5980_8	EC:2.4.2.7
CP018136.1_from_1534100_to_1537783_total_3684_1	EC:2.2.1.1
CP018136.1_from_1555044_to_1557155_total_2112_4	EC:3.1.1.96
CP018136.1_from_1569364_to_1573049_total_3686_3	EC:5.4.2.11
CP018136.1_from_1589778_to_1592240_total_2463_3	EC:2.7.1.85
CP018136.1_from_1592287_to_1593157_total_871_1	EC:4.1.3.3
CP018136.1_from_1600293_to_1603620_total_3328_2	EC:5.1.3.9
CP018136.1_from_1600293_to_1603620_total_3328_4	EC:3.2.1.18
CP018136.1_from_1614453_to_1617961_total_3509_2	EC:3.6.4.12
CP018136.1_from_1614453_to_1617961_total_3509_3	EC:5.1.1.1
CP018136.1_from_1644519_to_1648213_total_3695_3	EC:2.3.3.10
CP018136.1_from_1651637_to_1654751_total_3115_2	EC:3.1.3.16
CP018136.1_from_1657273_to_1657832_total_560_2	EC:2.7.7.6
CP018136.1_from_1664044_to_1665724_total_1681_3	EC:2.7.7.18
CP018136.1_from_1718501_to_1720914_total_2414_1	EC:1.7.1.13;EC:2.1.1.72
CP018136.1_from_1727804_to_1730676_total_2873_2	None
CP018136.1_from_1742923_to_1744459_total_1537_2	None
CP018136.1_from_1744493_to_1746450_total_1958_4	EC:2.7.1.69
CP018136.1_from_1750755_to_1754980_total_4226_4	EC:4.2.1.20
CP018136.1_from_1750755_to_1754980_total_4226_5	EC:4.2.1.20
CP018136.1_from_1755046_to_1757524_total_2479_1	EC:5.3.1.24
CP018136.1_from_1755046_to_1757524_total_2479_2	EC:4.1.1.48
CP018136.1_from_1755046_to_1757524_total_2479_3	EC:2.4.2.18
CP018136.1_from_1777429_to_1779940_total_2512_4	EC:3.1.11.2
CP018136.1_from_1782286_to_1783923_total_1638_2	EC:3.1.21.4
CP018136.1_from_1785981_to_1787212_total_1232_1	EC:2.7.7.12
CP018136.1_from_1807709_to_1809078_total_1370_2	EC:1.1.1.205;EC:2.3.1.4;EC:5.3.1.13
CP018136.1_from_1809118_to_1811182_total_2065_2	EC:5.1.1.3
CP018136.1_from_1857074_to_1858577_total_1504_1	None
CP018136.1_from_1877429_to_1880877_total_3449_6	EC:3.5.1.28
CP018136.1_from_1893464_to_1894913_total_1450_2	EC:2.7.4.6
CP018136.1_from_1901294_to_1907308_total_6015_5	EC:2.5.1.7
CP018136.1_from_1907447_to_1908706_total_1260_2	EC:2.7.7.3
CP018136.1_from_1907447_to_1908706_total_1260_3	None
CP018136.1_from_1917417_to_1919958_total_2542_3	EC:5.1.3.1
CP018136.1_from_1924535_to_1927245_total_2711_3	EC:3.1.26.8
CP018136.1_from_1928915_to_1930247_total_1333_1	EC:2.6.1.2
CP018136.1_from_1933394_to_1936565_total_3172_1	None
CP018136.1_from_1978933_to_1979663_total_731_2	EC:3.1.26.5
CP018136.1_from_2020981_to_2022629_total_1649_1	EC:5.3.1.9
CP018136.1_from_2043864_to_2047685_total_3822_5	EC:3.5.1.47
CP018136.1_from_2059411_to_2061388_total_1978_1	EC:2.4.1.1
CP018136.1_from_2061477_to_2062982_total_1506_1	EC:2.4.1.25
CP018136.1_from_2115057_to_2117201_total_2145_2	EC:5.3.1.25
CP018136.1_from_2147561_to_2150931_total_3371_1	EC:1.1.3.21
CP018136.1_from_2168161_to_2170311_total_2151_3	EC:3.5.1.28
CP018136.1_from_2203664_to_2204963_total_1300_1	EC:2.1.1.177
CP000487.1_from_16_to_23684_total_23669_5	EC:1.7.1.13
CP000487.1_from_23697_to_68746_total_45050_11	EC:2.1.1.77
CP000487.1_from_23697_to_68746_total_45050_12	EC:1.15.1.1
CP000487.1_from_23697_to_68746_total_45050_34	EC:3.4.11.18
CP000487.1_from_23697_to_68746_total_45050_40	EC:2.7.7.6
CP000487.1_from_23697_to_68746_total_45050_44	EC:6.3.2.13
CP000487.1_from_23697_to_68746_total_45050_45	EC:4.1.1.11
CP000487.1_from_23697_to_68746_total_45050_51	EC:1.2.1.21;EC:1.2.1.22
CP000487.1_from_23697_to_68746_total_45050_56	EC:2.8.1.10
CP000487.1_from_68779_to_161719_total_92941_6	EC:2.7.4.16
CP000487.1_from_68779_to_161719_total_92941_7	EC:5.4.99.27
CP000487.1_from_68779_to_161719_total_92941_22	EC:6.3.4.20
CP000487.1_from_68779_to_161719_total_92941_23	EC:6.1.1.17
CP000487.1_from_68779_to_161719_total_92941_30	EC:4.4.1.21
CP000487.1_from_68779_to_161719_total_92941_31	EC:3.2.2.27
CP000487.1_from_68779_to_161719_total_92941_42	EC:3.4.23.51
CP000487.1_from_68779_to_161719_total_92941_75	EC:1.6.5.11
CP000487.1_from_68779_to_161719_total_92941_82	EC:1.6.5.11
CP000487.1_from_68779_to_161719_total_92941_89	EC:5.6.2.1
CP000487.1_from_68779_to_161719_total_92941_90	EC:2.8.1.6
CP000487.1_from_161766_to_323748_total_161983_2	EC:3.1.3.7
CP000487.1_from_161766_to_323748_total_161983_6	EC:7.3.2.1
CP000487.1_from_161766_to_323748_total_161983_15	None
CP000487.1_from_161766_to_323748_total_161983_16	EC:2.8.1.12
CP000487.1_from_161766_to_323748_total_161983_18	EC:4.2.1.33
CP000487.1_from_161766_to_323748_total_161983_23	EC:4.2.1.11
CP000487.1_from_161766_to_323748_total_161983_30	EC:2.7.7.41
CP000487.1_from_161766_to_323748_total_161983_31	EC:1.1.1.267
CP000487.1_from_161766_to_323748_total_161983_32	EC:3.2.2.20
CP000487.1_from_161766_to_323748_total_161983_36	EC:2.3.1.234
CP000487.1_from_161766_to_323748_total_161983_38	EC:2.5.1.75
CP000487.1_from_161766_to_323748_total_161983_42	EC:4.1.99.22
CP000487.1_from_161766_to_323748_total_161983_50	EC:2.7.7.7
CP000487.1_from_161766_to_323748_total_161983_54	EC:2.7.4.6
CP000487.1_from_161766_to_323748_total_161983_57	EC:2.3.1.274
CP000487.1_from_161766_to_323748_total_161983_58	EC:2.3.1.180
CP000487.1_from_161766_to_323748_total_161983_61	EC:2.3.1.275
CP000487.1_from_161766_to_323748_total_161983_71	EC:2.1.1.177
CP000487.1_from_161766_to_323748_total_161983_72	EC:2.1.3.15
CP000487.1_from_161766_to_323748_total_161983_76	EC:3.1.11.6
CP000487.1_from_161766_to_323748_total_161983_85	EC:2.2.1.7
CP000487.1_from_161766_to_323748_total_161983_89	EC:2.6.1.9
CP000487.1_from_161766_to_323748_total_161983_90	EC:4.2.1.51;EC:5.4.99.5
CP000487.1_from_161766_to_323748_total_161983_95	EC:3.6.1.66
CP000487.1_from_161766_to_323748_total_161983_109	EC:2.1.1.198
CP000487.1_from_161766_to_323748_total_161983_114	EC:1.1.1.3
CP000487.1_from_161766_to_323748_total_161983_119	EC:1.17.1.8
CP000487.1_from_161766_to_323748_total_161983_120	EC:2.4.2.14
CP000487.1_from_161766_to_323748_total_161983_134	EC:1.17.99.6
CP000487.1_from_161766_to_323748_total_161983_135	EC:4.2.1.59
CP000487.1_from_161766_to_323748_total_161983_140	EC:6.3.5.5
CP000487.1_from_161766_to_323748_total_161983_146	EC:3.1.3.5
CP000487.1_from_161766_to_323748_total_161983_158	EC:3.1.1.29
CP000487.1_from_161766_to_323748_total_161983_159	EC:4.1.1.96
CP000487.1_from_161766_to_323748_total_161983_171	EC:2.4.2.18
CP000487.1_from_161766_to_323748_total_161983_172	EC:5.3.1.24
CP000487.1_from_323759_to_364504_total_40746_18	EC:6.3.4.4
CP000487.1_from_323759_to_364504_total_40746_22	EC:6.3.5.5
CP000487.1_from_323759_to_364504_total_40746_24	EC:2.7.13.3
CP000487.1_from_323759_to_364504_total_40746_27	EC:1.9.3.1
CP000487.1_from_364515_to_783377_total_418863_18	EC:2.7.7.60;EC:4.6.1.12
CP000487.1_from_364515_to_783377_total_418863_19	EC:4.1.99.17
CP000487.1_from_364515_to_783377_total_418863_21	EC:2.3.1.117
CP000487.1_from_364515_to_783377_total_418863_52	None
CP000487.1_from_364515_to_783377_total_418863_55	EC:1.7.99.4
CP000487.1_from_364515_to_783377_total_418863_77	EC:2.1.2.11
CP000487.1_from_364515_to_783377_total_418863_79	EC:3.6.4.12
CP000487.1_from_364515_to_783377_total_418863_116	EC:4.2.99.18
CP000487.1_from_364515_to_783377_total_418863_117	EC:5.2.1.8
CP000487.1_from_364515_to_783377_total_418863_121	EC:3.5.99.7
CP000487.1_from_364515_to_783377_total_418863_156	EC:3.1.26.5
CP000487.1_from_364515_to_783377_total_418863_168	None
CP000487.1_from_364515_to_783377_total_418863_172	EC:2.1.1.199
CP000487.1_from_364515_to_783377_total_418863_189	EC:2.5.1.120
CP000487.1_from_364515_to_783377_total_418863_194	EC:5.1.1.3
CP000487.1_from_364515_to_783377_total_418863_203	EC:6.1.1.5
CP000487.1_from_364515_to_783377_total_418863_204	EC:6.3.5.7
CP000487.1_from_364515_to_783377_total_418863_205	EC:1.1.1.205
CP000487.1_from_364515_to_783377_total_418863_207	EC:3.1.11.6
CP000487.1_from_364515_to_783377_total_418863_220	EC:3.5.1.18
CP000487.1_from_364515_to_783377_total_418863_226	EC:2.5.1.54
CP000487.1_from_364515_to_783377_total_418863_227	EC:1.2.1.41
CP000487.1_from_364515_to_783377_total_418863_233	EC:4.1.1.48
CP000487.1_from_364515_to_783377_total_418863_270	EC:2.3.2.29
CP000487.1_from_364515_to_783377_total_418863_272	EC:2.6.99.2
CP000487.1_from_364515_to_783377_total_418863_273	EC:1.1.1.262
CP000487.1_from_364515_to_783377_total_418863_280	EC:1.2.1.70
CP000487.1_from_364515_to_783377_total_418863_281	EC:6.1.1.15
CP000487.1_from_364515_to_783377_total_418863_283	EC:2.5.1.61
CP000487.1_from_364515_to_783377_total_418863_294	EC:4.99.1.1
CP000487.1_from_364515_to_783377_total_418863_299	EC:2.3.2.6
CP000487.1_from_364515_to_783377_total_418863_301	None
CP000487.1_from_364515_to_783377_total_418863_305	EC:2.7.1.148
CP000487.1_from_364515_to_783377_total_418863_323	EC:6.1.1.4
CP000487.1_from_364515_to_783377_total_418863_338	EC:5.4.99.12
CP000487.1_from_364515_to_783377_total_418863_344	EC:2.3.1.157;EC:2.7.7.23
CP000487.1_from_364515_to_783377_total_418863_355	EC:3.4.21.107
CP000487.1_from_783383_to_815433_total_32051_15	EC:4.3.3.7
CP000487.1_from_783383_to_815433_total_32051_17	EC:1.3.5.2
CP000487.1_from_783383_to_815433_total_32051_19	EC:6.1.1.16
CP000487.1_from_783383_to_815433_total_32051_23	None
CP000487.1_from_783383_to_815433_total_32051_24	EC:3.1.3.11
CP000487.1_from_783383_to_815433_total_32051_31	EC:1.21.98.1
CP000487.1_from_815436_to_973169_total_157734_3	EC:3.1.1.61
CP000487.1_from_815436_to_973169_total_157734_5	EC:3.6.4.12
CP000487.1_from_815436_to_973169_total_157734_9	EC:6.3.2.10
CP000487.1_from_815436_to_973169_total_157734_10	EC:2.7.2.1
CP000487.1_from_815436_to_973169_total_157734_14	EC:2.2.1.6
CP000487.1_from_815436_to_973169_total_157734_19	EC:2.4.2.19
CP000487.1_from_815436_to_973169_total_157734_21	EC:2.1.1.207
CP000487.1_from_815436_to_973169_total_157734_24	EC:6.1.1.14
CP000487.1_from_815436_to_973169_total_157734_40	EC:6.3.4.5
CP000487.1_from_815436_to_973169_total_157734_43	EC:2.4.1.227
CP000487.1_from_815436_to_973169_total_157734_49	None
CP000487.1_from_815436_to_973169_total_157734_52	EC:4.2.3.4
CP000487.1_from_815436_to_973169_total_157734_59	EC:5.1.3.1
CP000487.1_from_815436_to_973169_total_157734_60	EC:2.7.7.7
CP000487.1_from_815436_to_973169_total_157734_74	EC:1.5.1.20
CP000487.1_from_815436_to_973169_total_157734_84	EC:2.5.1.7
CP000487.1_from_815436_to_973169_total_157734_87	EC:2.7.7.3
CP000487.1_from_815436_to_973169_total_157734_88	EC:2.7.1.12;EC:2.7.4.9
CP000487.1_from_815436_to_973169_total_157734_89	EC:6.1.1.21
CP000487.1_from_815436_to_973169_total_157734_91	EC:2.3.1.30
CP000487.1_from_815436_to_973169_total_157734_100	EC:1.2.7.3
CP000487.1_from_815436_to_973169_total_157734_102	EC:1.2.7.3
CP000487.1_from_815436_to_973169_total_157734_105	EC:6.2.1.5
