sequence_ID	prediction
CP013489.1_from_1_to_802999_total_802999_340	EC:1.18.6.1
CP013489.1_from_1_to_802999_total_802999_345	None
CP013489.1_from_1_to_802999_total_802999_346	None
CP013489.1_from_1_to_802999_total_802999_350	EC:1.1.1.6
CP013489.1_from_1_to_802999_total_802999_358	EC:1.1.1.202
CP013489.1_from_1_to_802999_total_802999_363	EC:2.5.1.129
CP013489.1_from_1_to_802999_total_802999_403	EC:1.97.1.4
CP013489.1_from_1_to_802999_total_802999_446	EC:2.7.1.69
CP013489.1_from_1_to_802999_total_802999_472	EC:4.2.1.20
CP013489.1_from_1_to_802999_total_802999_473	EC:4.2.1.20
CP013489.1_from_1_to_802999_total_802999_475	None
CP013489.1_from_1_to_802999_total_802999_482	EC:3.5.99.6
CP013489.1_from_1_to_802999_total_802999_489	EC:2.7.1.201;EC:2.7.1.69
CP013489.1_from_1_to_802999_total_802999_516	EC:3.5.4.4
CP013489.1_from_1_to_802999_total_802999_535	EC:1.1.1.29
CP013489.1_from_1_to_802999_total_802999_584	EC:1.1.1.133
CP013489.1_from_1_to_802999_total_802999_668	EC:3.2.1.21;EC:3.2.1.86
CP013489.1_from_1_to_802999_total_802999_684	EC:4.3.1.15
CP013489.1_from_1_to_802999_total_802999_727	None
CP013489.1_from_1_to_802999_total_802999_733	EC:3.1.12.1
CP006721.1_from_8_to_5107802_total_5107795_7	EC:5.6.2.2
CP006721.1_from_8_to_5107802_total_5107795_14	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_15	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_18	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_22	EC:4.1.1.65
CP006721.1_from_8_to_5107802_total_5107795_24	EC:1.12.7.2
CP006721.1_from_8_to_5107802_total_5107795_29	EC:2.7.2.11
CP006721.1_from_8_to_5107802_total_5107795_30	EC:1.2.1.41
CP006721.1_from_8_to_5107802_total_5107795_31	EC:4.2.3.3
CP006721.1_from_8_to_5107802_total_5107795_34	EC:6.3.5.5
CP006721.1_from_8_to_5107802_total_5107795_36	EC:3.1.4.52
CP006721.1_from_8_to_5107802_total_5107795_42	EC:1.97.1.4
CP006721.1_from_8_to_5107802_total_5107795_48	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_50	EC:6.1.1.5
CP006721.1_from_8_to_5107802_total_5107795_57	EC:3.4.11.9
CP006721.1_from_8_to_5107802_total_5107795_61	EC:6.1.1.10
CP006721.1_from_8_to_5107802_total_5107795_75	EC:1.17.4.2
CP006721.1_from_8_to_5107802_total_5107795_76	EC:2.3.3.14
CP006721.1_from_8_to_5107802_total_5107795_77	EC:4.2.1.3
CP006721.1_from_8_to_5107802_total_5107795_81	EC:5.1.3.2
CP006721.1_from_8_to_5107802_total_5107795_85	None
CP006721.1_from_8_to_5107802_total_5107795_89	EC:6.1.1.22
CP006721.1_from_8_to_5107802_total_5107795_92	EC:6.3.2.8
CP006721.1_from_8_to_5107802_total_5107795_95	EC:2.3.1.157;EC:2.7.7.23
CP006721.1_from_8_to_5107802_total_5107795_98	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_101	EC:5.2.1.8
CP006721.1_from_8_to_5107802_total_5107795_114	EC:3.1.3.16
CP006721.1_from_8_to_5107802_total_5107795_116	EC:2.4.2.8
CP006721.1_from_8_to_5107802_total_5107795_118	EC:6.3.4.3
CP006721.1_from_8_to_5107802_total_5107795_119	EC:2.7.1.33
CP006721.1_from_8_to_5107802_total_5107795_122	EC:6.1.1.6
CP006721.1_from_8_to_5107802_total_5107795_123	EC:6.1.1.14
CP006721.1_from_8_to_5107802_total_5107795_124	EC:6.3.2.9
CP006721.1_from_8_to_5107802_total_5107795_130	EC:2.7.4.9
CP006721.1_from_8_to_5107802_total_5107795_139	EC:2.7.14.1
CP006721.1_from_8_to_5107802_total_5107795_144	EC:2.7.7.85
CP006721.1_from_8_to_5107802_total_5107795_148	EC:6.1.1.15
CP006721.1_from_8_to_5107802_total_5107795_149	EC:6.1.1.16
CP006721.1_from_8_to_5107802_total_5107795_162	EC:2.7.7.6
CP006721.1_from_8_to_5107802_total_5107795_163	EC:2.7.7.6
CP006721.1_from_8_to_5107802_total_5107795_190	EC:2.7.4.3
CP006721.1_from_8_to_5107802_total_5107795_191	EC:3.4.11.18
CP006721.1_from_8_to_5107802_total_5107795_198	EC:2.7.7.6
CP006721.1_from_8_to_5107802_total_5107795_203	EC:5.4.99.12
CP006721.1_from_8_to_5107802_total_5107795_206	EC:3.5.1.28
CP006721.1_from_8_to_5107802_total_5107795_208	EC:4.2.1.2
CP006721.1_from_8_to_5107802_total_5107795_209	EC:4.2.1.2
CP006721.1_from_8_to_5107802_total_5107795_213	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_214	EC:1.17.4.1
CP006721.1_from_8_to_5107802_total_5107795_215	EC:1.17.4.1
CP006721.1_from_8_to_5107802_total_5107795_219	None
CP006721.1_from_8_to_5107802_total_5107795_225	EC:2.3.1.19
CP006721.1_from_8_to_5107802_total_5107795_233	EC:5.4.2.10
CP006721.1_from_8_to_5107802_total_5107795_236	EC:2.2.1.6
CP006721.1_from_8_to_5107802_total_5107795_238	EC:4.2.1.33
CP006721.1_from_8_to_5107802_total_5107795_239	EC:4.2.1.33
CP006721.1_from_8_to_5107802_total_5107795_241	EC:4.2.1.9
CP006721.1_from_8_to_5107802_total_5107795_242	EC:2.2.1.6
CP006721.1_from_8_to_5107802_total_5107795_243	EC:1.1.1.86
CP006721.1_from_8_to_5107802_total_5107795_253	EC:2.5.1.48;EC:4.4.1.8
CP006721.1_from_8_to_5107802_total_5107795_256	EC:2.6.1.16
CP006721.1_from_8_to_5107802_total_5107795_272	None
CP006721.1_from_8_to_5107802_total_5107795_285	EC:6.3.3.2
CP006721.1_from_8_to_5107802_total_5107795_287	EC:2.5.1.49;EC:4.4.1.11
CP006721.1_from_8_to_5107802_total_5107795_288	EC:6.1.1.3
CP006721.1_from_8_to_5107802_total_5107795_291	EC:4.6.1.12
CP006721.1_from_8_to_5107802_total_5107795_307	EC:3.6.3.8
CP006721.1_from_8_to_5107802_total_5107795_314	EC:2.7.7.13
CP006721.1_from_8_to_5107802_total_5107795_318	EC:4.2.1.17
CP006721.1_from_8_to_5107802_total_5107795_336	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_343	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_344	EC:6.5.1.2
CP006721.1_from_8_to_5107802_total_5107795_347	EC:6.3.5.7
CP006721.1_from_8_to_5107802_total_5107795_352	EC:3.6.1.66
CP006721.1_from_8_to_5107802_total_5107795_366	None
CP006721.1_from_8_to_5107802_total_5107795_384	EC:3.1.21.3
CP006721.1_from_8_to_5107802_total_5107795_385	EC:2.1.1.72
CP006721.1_from_8_to_5107802_total_5107795_408	EC:2.3.1.234
CP006721.1_from_8_to_5107802_total_5107795_410	EC:1.3.1.74;EC:3.4.21.107
CP006721.1_from_8_to_5107802_total_5107795_423	EC:3.4.15.6
CP006721.1_from_8_to_5107802_total_5107795_425	EC:2.7.1.148
CP006721.1_from_8_to_5107802_total_5107795_430	EC:6.3.4.2
CP006721.1_from_8_to_5107802_total_5107795_434	EC:2.7.1.21
CP006721.1_from_8_to_5107802_total_5107795_435	EC:2.1.1.297
CP006721.1_from_8_to_5107802_total_5107795_438	EC:2.7.7.87
CP006721.1_from_8_to_5107802_total_5107795_440	EC:2.4.2.9
CP006721.1_from_8_to_5107802_total_5107795_442	EC:5.1.3.14
CP006721.1_from_8_to_5107802_total_5107795_443	EC:2.3.1.9
CP006721.1_from_8_to_5107802_total_5107795_454	EC:2.5.1.7
CP006721.1_from_8_to_5107802_total_5107795_471	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_477	EC:1.5.1.2
CP006721.1_from_8_to_5107802_total_5107795_482	EC:2.1.1.63
CP006721.1_from_8_to_5107802_total_5107795_491	EC:2.7.1.180
CP006721.1_from_8_to_5107802_total_5107795_499	EC:2.3.1.266
CP006721.1_from_8_to_5107802_total_5107795_515	EC:1.11.1.1
CP006721.1_from_8_to_5107802_total_5107795_517	EC:3.5.99.10
CP006721.1_from_8_to_5107802_total_5107795_534	None
CP006721.1_from_8_to_5107802_total_5107795_536	EC:3.4.13.18
CP006721.1_from_8_to_5107802_total_5107795_556	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_580	EC:3.4.16.4
CP006721.1_from_8_to_5107802_total_5107795_603	EC:3.2.1.8
CP006721.1_from_8_to_5107802_total_5107795_604	EC:3.2.1.55
CP006721.1_from_8_to_5107802_total_5107795_605	None
CP006721.1_from_8_to_5107802_total_5107795_611	EC:2.5.1.54
CP006721.1_from_8_to_5107802_total_5107795_612	EC:4.2.3.4
CP006721.1_from_8_to_5107802_total_5107795_613	EC:2.5.1.19
CP006721.1_from_8_to_5107802_total_5107795_614	EC:4.2.3.5
CP006721.1_from_8_to_5107802_total_5107795_616	EC:1.1.1.25
CP006721.1_from_8_to_5107802_total_5107795_617	EC:2.7.1.71
CP006721.1_from_8_to_5107802_total_5107795_620	EC:3.2.1.55
CP006721.1_from_8_to_5107802_total_5107795_633	EC:1.1.1.25
CP006721.1_from_8_to_5107802_total_5107795_635	EC:3.1.3.11
CP006721.1_from_8_to_5107802_total_5107795_638	EC:2.6.1.52
CP006721.1_from_8_to_5107802_total_5107795_641	EC:3.4.21.89
CP006721.1_from_8_to_5107802_total_5107795_642	EC:2.1.3.3
CP006721.1_from_8_to_5107802_total_5107795_643	EC:2.6.1.11
CP006721.1_from_8_to_5107802_total_5107795_644	EC:2.7.2.8
CP006721.1_from_8_to_5107802_total_5107795_645	EC:2.3.1.1;EC:2.3.1.35
CP006721.1_from_8_to_5107802_total_5107795_646	EC:1.2.1.38
CP006721.1_from_8_to_5107802_total_5107795_647	EC:4.3.2.1
CP006721.1_from_8_to_5107802_total_5107795_648	EC:6.3.4.5
CP006721.1_from_8_to_5107802_total_5107795_653	EC:4.3.1.17
CP006721.1_from_8_to_5107802_total_5107795_654	EC:4.3.1.17
CP006721.1_from_8_to_5107802_total_5107795_656	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_657	EC:2.7.1.180
CP006721.1_from_8_to_5107802_total_5107795_665	EC:2.7.1.50
CP006721.1_from_8_to_5107802_total_5107795_666	EC:2.5.1.3
CP006721.1_from_8_to_5107802_total_5107795_668	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_675	EC:5.1.3.3
CP006721.1_from_8_to_5107802_total_5107795_682	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_685	EC:5.3.1.4
CP006721.1_from_8_to_5107802_total_5107795_687	EC:5.1.3.4
CP006721.1_from_8_to_5107802_total_5107795_689	EC:2.2.1.1
CP006721.1_from_8_to_5107802_total_5107795_695	EC:4.2.1.1
CP006721.1_from_8_to_5107802_total_5107795_704	EC:2.5.1.16
CP006721.1_from_8_to_5107802_total_5107795_773	EC:3.5.3.11
CP006721.1_from_8_to_5107802_total_5107795_775	EC:2.7.7.12
CP006721.1_from_8_to_5107802_total_5107795_776	EC:5.1.3.2
CP006721.1_from_8_to_5107802_total_5107795_777	EC:2.7.1.6
CP006721.1_from_8_to_5107802_total_5107795_781	EC:2.5.1.47
CP006721.1_from_8_to_5107802_total_5107795_782	EC:1.1.1.202
CP006721.1_from_8_to_5107802_total_5107795_791	EC:3.2.1.22
CP006721.1_from_8_to_5107802_total_5107795_800	EC:2.6.1.37
CP006721.1_from_8_to_5107802_total_5107795_830	None
CP006721.1_from_8_to_5107802_total_5107795_833	EC:3.1.21.3
CP006721.1_from_8_to_5107802_total_5107795_862	EC:2.7.11.1
CP006721.1_from_8_to_5107802_total_5107795_870	EC:3.2.1.136
CP006721.1_from_8_to_5107802_total_5107795_874	EC:2.1.1.37
CP006721.1_from_8_to_5107802_total_5107795_882	EC:3.5.1.24
CP006721.1_from_8_to_5107802_total_5107795_889	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_891	EC:3.5.1.25
CP006721.1_from_8_to_5107802_total_5107795_893	EC:3.5.99.6
CP006721.1_from_8_to_5107802_total_5107795_910	EC:3.2.1.86
CP006721.1_from_8_to_5107802_total_5107795_916	EC:4.6.1.13
CP006721.1_from_8_to_5107802_total_5107795_918	EC:3.2.1.4
CP006721.1_from_8_to_5107802_total_5107795_920	EC:3.2.1.86
CP006721.1_from_8_to_5107802_total_5107795_923	EC:2.7.1.191;EC:2.7.1.69
CP006721.1_from_8_to_5107802_total_5107795_928	EC:2.4.2.43
CP006721.1_from_8_to_5107802_total_5107795_936	EC:2.7.1.69
CP006721.1_from_8_to_5107802_total_5107795_950	EC:6.4.1.1
CP006721.1_from_8_to_5107802_total_5107795_952	EC:7.1.3.1
CP006721.1_from_8_to_5107802_total_5107795_955	EC:5.3.1.6
CP006721.1_from_8_to_5107802_total_5107795_960	EC:2.5.1.49;EC:4.4.1.11
CP006721.1_from_8_to_5107802_total_5107795_966	EC:4.1.2.4
CP006721.1_from_8_to_5107802_total_5107795_967	EC:1.7.99.1
CP006721.1_from_8_to_5107802_total_5107795_974	EC:2.5.1.72
CP006721.1_from_8_to_5107802_total_5107795_976	EC:2.4.2.19
CP006721.1_from_8_to_5107802_total_5107795_977	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_983	EC:3.5.1.28
CP006721.1_from_8_to_5107802_total_5107795_989	EC:3.4.21.53
CP006721.1_from_8_to_5107802_total_5107795_996	None
CP006721.1_from_8_to_5107802_total_5107795_1012	EC:2.1.1.33
CP006721.1_from_8_to_5107802_total_5107795_1014	EC:2.1.1.193
CP006721.1_from_8_to_5107802_total_5107795_1028	EC:2.7.9.1
CP006721.1_from_8_to_5107802_total_5107795_1033	EC:2.1.1.217
CP006721.1_from_8_to_5107802_total_5107795_1051	EC:2.4.1.25
CP006721.1_from_8_to_5107802_total_5107795_1052	EC:2.4.1.1
CP006721.1_from_8_to_5107802_total_5107795_1053	EC:1.1.1.272
CP006721.1_from_8_to_5107802_total_5107795_1056	EC:4.1.3.27
CP006721.1_from_8_to_5107802_total_5107795_1057	EC:2.6.1.85
CP006721.1_from_8_to_5107802_total_5107795_1058	EC:4.1.3.38
CP006721.1_from_8_to_5107802_total_5107795_1059	EC:3.6.1.7
CP006721.1_from_8_to_5107802_total_5107795_1060	EC:2.7.4.6
CP006721.1_from_8_to_5107802_total_5107795_1065	EC:2.4.2.8
CP006721.1_from_8_to_5107802_total_5107795_1073	EC:3.4.23.43
CP006721.1_from_8_to_5107802_total_5107795_1086	EC:2.7.2.4
CP006721.1_from_8_to_5107802_total_5107795_1087	EC:6.3.1.2
CP006721.1_from_8_to_5107802_total_5107795_1090	EC:1.4.1.13
CP006721.1_from_8_to_5107802_total_5107795_1092	EC:1.1.1.42
CP006721.1_from_8_to_5107802_total_5107795_1095	EC:2.7.1.31
CP006721.1_from_8_to_5107802_total_5107795_1100	EC:2.7.7.7
CP006721.1_from_8_to_5107802_total_5107795_1101	EC:2.7.1.24
CP006721.1_from_8_to_5107802_total_5107795_1117	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1118	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1121	EC:2.1.1.187
CP006721.1_from_8_to_5107802_total_5107795_1134	EC:1.1.1.1
CP006721.1_from_8_to_5107802_total_5107795_1135	EC:4.1.2.13
CP006721.1_from_8_to_5107802_total_5107795_1136	EC:2.7.1.92
CP006721.1_from_8_to_5107802_total_5107795_1138	EC:3.7.1.22
CP006721.1_from_8_to_5107802_total_5107795_1140	EC:4.2.1.44
CP006721.1_from_8_to_5107802_total_5107795_1153	EC:5.4.2.2
CP006721.1_from_8_to_5107802_total_5107795_1155	EC:2.4.1.187
CP006721.1_from_8_to_5107802_total_5107795_1165	EC:5.3.1.8
CP006721.1_from_8_to_5107802_total_5107795_1166	EC:3.6.1.27
CP006721.1_from_8_to_5107802_total_5107795_1167	EC:2.7.1.11
CP006721.1_from_8_to_5107802_total_5107795_1169	EC:2.1.3.2
CP006721.1_from_8_to_5107802_total_5107795_1175	EC:2.4.2.10
CP006721.1_from_8_to_5107802_total_5107795_1178	EC:2.3.1.54
CP006721.1_from_8_to_5107802_total_5107795_1179	EC:1.97.1.4
CP006721.1_from_8_to_5107802_total_5107795_1182	EC:1.1.1.27
CP006721.1_from_8_to_5107802_total_5107795_1183	EC:6.3.4.15
CP006721.1_from_8_to_5107802_total_5107795_1187	EC:6.1.1.19
CP006721.1_from_8_to_5107802_total_5107795_1193	EC:6.1.1.17
CP006721.1_from_8_to_5107802_total_5107795_1203	EC:6.3.5.4
CP006721.1_from_8_to_5107802_total_5107795_1211	EC:2.6.1.42
CP006721.1_from_8_to_5107802_total_5107795_1212	EC:6.3.5.1
CP006721.1_from_8_to_5107802_total_5107795_1220	EC:6.3.5.3
CP006721.1_from_8_to_5107802_total_5107795_1222	EC:6.3.2.6
CP006721.1_from_8_to_5107802_total_5107795_1223	EC:2.4.2.14
CP006721.1_from_8_to_5107802_total_5107795_1225	EC:2.1.2.2
CP006721.1_from_8_to_5107802_total_5107795_1226	EC:2.1.2.3;EC:3.5.4.10
CP006721.1_from_8_to_5107802_total_5107795_1227	EC:6.3.4.13
CP006721.1_from_8_to_5107802_total_5107795_1232	EC:2.3.1.180
CP006721.1_from_8_to_5107802_total_5107795_1234	EC:1.13.12.16
CP006721.1_from_8_to_5107802_total_5107795_1235	EC:2.3.1.39
CP006721.1_from_8_to_5107802_total_5107795_1236	EC:1.1.1.100
CP006721.1_from_8_to_5107802_total_5107795_1237	EC:2.3.1.179
CP006721.1_from_8_to_5107802_total_5107795_1241	EC:2.1.3.15
CP006721.1_from_8_to_5107802_total_5107795_1242	EC:2.1.3.15
CP006721.1_from_8_to_5107802_total_5107795_1248	EC:2.8.1.13
CP006721.1_from_8_to_5107802_total_5107795_1261	EC:2.4.1.129
CP006721.1_from_8_to_5107802_total_5107795_1272	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1280	EC:1.1.1.94
CP006721.1_from_8_to_5107802_total_5107795_1286	EC:2.7.4.8
CP006721.1_from_8_to_5107802_total_5107795_1287	EC:2.7.7.6
CP006721.1_from_8_to_5107802_total_5107795_1290	EC:3.5.1.88
CP006721.1_from_8_to_5107802_total_5107795_1293	EC:2.1.1.176
CP006721.1_from_8_to_5107802_total_5107795_1295	EC:3.1.3.16
CP006721.1_from_8_to_5107802_total_5107795_1298	EC:5.1.3.1
CP006721.1_from_8_to_5107802_total_5107795_1303	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_1304	EC:2.1.1.171
CP006721.1_from_8_to_5107802_total_5107795_1305	EC:2.7.7.3
CP006721.1_from_8_to_5107802_total_5107795_1309	EC:2.3.1.8
CP006721.1_from_8_to_5107802_total_5107795_1310	EC:2.7.2.1
CP006721.1_from_8_to_5107802_total_5107795_1313	EC:2.3.1.274
CP006721.1_from_8_to_5107802_total_5107795_1315	EC:3.1.26.3
CP006721.1_from_8_to_5107802_total_5107795_1325	EC:2.1.1.228
CP006721.1_from_8_to_5107802_total_5107795_1328	EC:3.1.26.4
CP006721.1_from_8_to_5107802_total_5107795_1333	EC:5.6.2.1
CP006721.1_from_8_to_5107802_total_5107795_1340	EC:2.7.7.41
CP006721.1_from_8_to_5107802_total_5107795_1342	EC:1.1.1.267
CP006721.1_from_8_to_5107802_total_5107795_1363	EC:1.17.7.3
CP006721.1_from_8_to_5107802_total_5107795_1371	EC:5.4.99.25
CP006721.1_from_8_to_5107802_total_5107795_1374	EC:2.7.7.8
CP006721.1_from_8_to_5107802_total_5107795_1377	EC:2.7.2.4
CP006721.1_from_8_to_5107802_total_5107795_1381	EC:2.7.8.5
CP006721.1_from_8_to_5107802_total_5107795_1391	EC:2.5.1.9
CP006721.1_from_8_to_5107802_total_5107795_1392	EC:3.5.4.25;EC:4.1.99.12
CP006721.1_from_8_to_5107802_total_5107795_1393	EC:2.5.1.78
CP006721.1_from_8_to_5107802_total_5107795_1400	EC:1.6.99.3
CP006721.1_from_8_to_5107802_total_5107795_1401	EC:3.1.3.5
CP006721.1_from_8_to_5107802_total_5107795_1402	EC:3.5.1.28
CP006721.1_from_8_to_5107802_total_5107795_1403	EC:6.3.2.2;EC:6.3.2.3
CP006721.1_from_8_to_5107802_total_5107795_1405	None
CP006721.1_from_8_to_5107802_total_5107795_1409	EC:1.1.1.261
CP006721.1_from_8_to_5107802_total_5107795_1411	EC:1.2.7.4
CP006721.1_from_8_to_5107802_total_5107795_1422	EC:4.2.1.10
CP006721.1_from_8_to_5107802_total_5107795_1427	EC:3.2.1.73
CP006721.1_from_8_to_5107802_total_5107795_1429	EC:1.8.1.14
CP006721.1_from_8_to_5107802_total_5107795_1433	EC:6.1.1.1
CP006721.1_from_8_to_5107802_total_5107795_1457	EC:4.3.1.1
CP006721.1_from_8_to_5107802_total_5107795_1467	None
CP006721.1_from_8_to_5107802_total_5107795_1471	EC:3.1.11.2
CP006721.1_from_8_to_5107802_total_5107795_1476	EC:3.1.26.11
CP006721.1_from_8_to_5107802_total_5107795_1489	EC:4.1.2.50
CP006721.1_from_8_to_5107802_total_5107795_1491	EC:3.5.4.16
CP006721.1_from_8_to_5107802_total_5107795_1492	EC:6.3.4.20
CP006721.1_from_8_to_5107802_total_5107795_1498	EC:3.4.21.88
CP006721.1_from_8_to_5107802_total_5107795_1510	EC:6.3.4.21
CP006721.1_from_8_to_5107802_total_5107795_1512	EC:3.1.3.15
CP006721.1_from_8_to_5107802_total_5107795_1514	EC:3.1.4.52
CP006721.1_from_8_to_5107802_total_5107795_1518	EC:5.4.99.62
CP006721.1_from_8_to_5107802_total_5107795_1547	EC:1.4.1.13
CP006721.1_from_8_to_5107802_total_5107795_1550	EC:2.6.1.62
CP006721.1_from_8_to_5107802_total_5107795_1558	EC:3.1.1.3;EC:3.1.1.5
CP006721.1_from_8_to_5107802_total_5107795_1565	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1568	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1572	EC:1.97.1.4
CP006721.1_from_8_to_5107802_total_5107795_1617	EC:3.1.4.52
CP006721.1_from_8_to_5107802_total_5107795_1621	None
CP006721.1_from_8_to_5107802_total_5107795_1662	EC:2.2.1.6
CP006721.1_from_8_to_5107802_total_5107795_1671	EC:2.3.3.13
CP006721.1_from_8_to_5107802_total_5107795_1672	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1673	EC:3.2.1.73
CP006721.1_from_8_to_5107802_total_5107795_1674	EC:2.6.1.9
CP006721.1_from_8_to_5107802_total_5107795_1695	EC:4.99.1.12
CP006721.1_from_8_to_5107802_total_5107795_1698	EC:3.6.4.13
CP006721.1_from_8_to_5107802_total_5107795_1699	EC:3.6.4.13
CP006721.1_from_8_to_5107802_total_5107795_1700	EC:3.4.11.18
CP006721.1_from_8_to_5107802_total_5107795_1701	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_1707	EC:1.4.1.13
CP006721.1_from_8_to_5107802_total_5107795_1711	EC:3.6.3.3
CP006721.1_from_8_to_5107802_total_5107795_1717	EC:1.1.1.28
CP006721.1_from_8_to_5107802_total_5107795_1721	EC:2.7.1.69
CP006721.1_from_8_to_5107802_total_5107795_1732	EC:2.2.1.7
CP006721.1_from_8_to_5107802_total_5107795_1737	EC:2.3.2.6
CP006721.1_from_8_to_5107802_total_5107795_1743	EC:1.1.1.261
CP006721.1_from_8_to_5107802_total_5107795_1745	EC:1.1.1.94
CP006721.1_from_8_to_5107802_total_5107795_1753	EC:1.5.1.39
CP006721.1_from_8_to_5107802_total_5107795_1765	EC:2.7.9.3
CP006721.1_from_8_to_5107802_total_5107795_1786	None
CP006721.1_from_8_to_5107802_total_5107795_1825	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1873	EC:5.3.1.12
CP006721.1_from_8_to_5107802_total_5107795_1874	EC:4.1.2.14;EC:4.1.3.16
CP006721.1_from_8_to_5107802_total_5107795_1875	EC:2.7.1.45
CP006721.1_from_8_to_5107802_total_5107795_1876	EC:1.1.1.58
CP006721.1_from_8_to_5107802_total_5107795_1877	EC:4.2.1.7
CP006721.1_from_8_to_5107802_total_5107795_1894	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1895	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1908	EC:2.7.7.49
CP006721.1_from_8_to_5107802_total_5107795_1912	EC:3.2.1.8
CP006721.1_from_8_to_5107802_total_5107795_1926	EC:2.1.1.80
CP006721.1_from_8_to_5107802_total_5107795_1927	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1939	EC:2.7.7.6
CP006721.1_from_8_to_5107802_total_5107795_1961	EC:3.1.1.61;EC:3.5.1.44
CP006721.1_from_8_to_5107802_total_5107795_1963	EC:2.1.1.80
CP006721.1_from_8_to_5107802_total_5107795_1965	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1971	EC:2.7.11.1
CP006721.1_from_8_to_5107802_total_5107795_1973	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_1985	EC:2.7.1.69
CP006721.1_from_8_to_5107802_total_5107795_1986	EC:2.7.1.69
CP006721.1_from_8_to_5107802_total_5107795_1989	EC:3.2.1.80
CP006721.1_from_8_to_5107802_total_5107795_2004	EC:3.1.3.3
CP006721.1_from_8_to_5107802_total_5107795_2008	EC:2.6.1.83
CP006721.1_from_8_to_5107802_total_5107795_2012	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_2015	None
CP006721.1_from_8_to_5107802_total_5107795_2017	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_2032	EC:3.6.3.3
CP006721.1_from_8_to_5107802_total_5107795_2053	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_2056	EC:1.1.1.169
CP006721.1_from_8_to_5107802_total_5107795_2057	EC:2.3.1.275
CP006721.1_from_8_to_5107802_total_5107795_2060	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_2074	EC:3.5.1.28
CP006721.1_from_8_to_5107802_total_5107795_2086	EC:2.4.2.3
CP006721.1_from_8_to_5107802_total_5107795_2094	EC:3.6.4.12
CP006721.1_from_8_to_5107802_total_5107795_2098	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_2118	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_2120	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_2121	EC:2.1.1.80
CP006721.1_from_8_to_5107802_total_5107795_2131	EC:2.7.13.3
CP006721.1_from_8_to_5107802_total_5107795_2133	None
CP006721.1_from_8_to_5107802_total_5107795_2138	EC:2.7.1.69
CP006721.1_from_8_to_5107802_total_5107795_2142	EC:2.7.1.144
CP006721.1_from_8_to_5107802_total_5107795_2143	EC:2.7.1.69
CP006721.1_from_8_to_5107802_total_5107795_2150	EC:1.15.1.1
CP006721.1_from_8_to_5107802_total_5107795_2164	EC:2.8.4.3
CP006721.1_from_8_to_5107802_total_5107795_2173	EC:3.4.21.88
CP006721.1_from_8_to_5107802_total_5107795_2176	EC:2.5.1.75
CP006721.1_from_8_to_5107802_total_5107795_2188	EC:2.8.3.16
CP006721.1_from_8_to_5107802_total_5107795_2190	EC:3.5.4.4
CP006721.1_from_8_to_5107802_total_5107795_2198	EC:4.1.1.11
CP006721.1_from_8_to_5107802_total_5107795_2199	EC:6.3.2.1
CP006721.1_from_8_to_5107802_total_5107795_2200	EC:2.1.2.11
CP006721.1_from_8_to_5107802_total_5107795_2217	EC:3.2.1.17
