sequence_ID	prediction
CP015966.1_from_2_to_3212948_total_3212947_1999	EC:6.1.1.17
CP015966.1_from_2_to_3212948_total_3212947_2005	EC:5.3.1.6
CP015966.1_from_2_to_3212948_total_3212947_2009	EC:5.4.2.11
CP015966.1_from_2_to_3212948_total_3212947_2013	EC:2.1.3.15
CP015966.1_from_2_to_3212948_total_3212947_2014	EC:2.1.3.15
CP015966.1_from_2_to_3212948_total_3212947_2017	EC:2.3.1.180
CP015966.1_from_2_to_3212948_total_3212947_2018	None
CP015966.1_from_2_to_3212948_total_3212947_2081	EC:2.7.1.39
CP015966.1_from_2_to_3212948_total_3212947_2087	EC:6.3.1.5
CP015966.1_from_2_to_3212948_total_3212947_2089	EC:2.4.1.187
CP015966.1_from_2_to_3212948_total_3212947_2092	EC:1.5.1.2
CP015966.1_from_2_to_3212948_total_3212947_2095	EC:3.1.4.17
CP015966.1_from_2_to_3212948_total_3212947_2107	EC:6.1.1.6
CP015966.1_from_2_to_3212948_total_3212947_2120	EC:3.1.1.29
CP015966.1_from_2_to_3212948_total_3212947_2125	EC:2.1.3.3
CP015966.1_from_2_to_3212948_total_3212947_2126	EC:2.6.1.11
CP015966.1_from_2_to_3212948_total_3212947_2127	EC:2.7.2.8
CP015966.1_from_2_to_3212948_total_3212947_2128	EC:2.3.1.1;EC:2.3.1.35
CP015966.1_from_2_to_3212948_total_3212947_2129	EC:1.2.1.38
CP015966.1_from_2_to_3212948_total_3212947_2130	EC:6.3.5.5
CP015966.1_from_2_to_3212948_total_3212947_2131	EC:6.3.5.5
CP015966.1_from_2_to_3212948_total_3212947_2137	EC:5.1.1.1
CP015966.1_from_2_to_3212948_total_3212947_2138	EC:2.7.8.7
CP015966.1_from_2_to_3212948_total_3212947_2149	EC:2.5.1.7
CP015966.1_from_2_to_3212948_total_3212947_2156	EC:6.1.1.11
CP015966.1_from_2_to_3212948_total_3212947_2157	EC:6.3.4.2
CP015966.1_from_2_to_3212948_total_3212947_2166	EC:2.7.6.1
CP015966.1_from_2_to_3212948_total_3212947_2168	EC:2.3.1.157;EC:2.7.7.23
CP015966.1_from_2_to_3212948_total_3212947_2177	EC:2.7.1.148
CP015966.1_from_2_to_3212948_total_3212947_2179	EC:2.1.1.182
CP015966.1_from_2_to_3212948_total_3212947_2188	EC:6.1.1.10
CP015966.1_from_2_to_3212948_total_3212947_2242	EC:2.7.1.30
CP015966.1_from_2_to_3212948_total_3212947_2243	None
CP015966.1_from_2_to_3212948_total_3212947_2266	EC:7.5.2.4
CP015966.1_from_2_to_3212948_total_3212947_2281	EC:1.2.1.10
CP015966.1_from_2_to_3212948_total_3212947_2283	EC:3.6.1.3;EC:3.6.3.25;EC:3.6.3.30;EC:3.6.3.31
CP015966.1_from_2_to_3212948_total_3212947_2290	EC:7.6.2.11
CP015966.1_from_2_to_3212948_total_3212947_2305	None
CP015966.1_from_2_to_3212948_total_3212947_2314	EC:2.7.6.5
CP015966.1_from_2_to_3212948_total_3212947_2338	EC:2.5.1.129
CP015966.1_from_2_to_3212948_total_3212947_2340	EC:2.7.8.12
CP015966.1_from_2_to_3212948_total_3212947_2355	EC:2.3.1.30
CP015966.1_from_2_to_3212948_total_3212947_2356	EC:2.7.1.45;EC:2.7.1.92
CP015966.1_from_2_to_3212948_total_3212947_2373	EC:1.1.1.17
CP015966.1_from_2_to_3212948_total_3212947_2382	EC:3.5.99.6
CP015966.1_from_2_to_3212948_total_3212947_2403	EC:3.1.3.3;EC:3.1.3.73
CP015966.1_from_2_to_3212948_total_3212947_2404	EC:2.6.1.52
CP015966.1_from_2_to_3212948_total_3212947_2405	EC:1.1.1.399;EC:1.1.1.95
CP015966.1_from_2_to_3212948_total_3212947_2417	EC:3.2.1.10;EC:3.2.1.93
CP015966.1_from_2_to_3212948_total_3212947_2419	EC:3.2.1.26
CP015966.1_from_2_to_3212948_total_3212947_2421	EC:3.2.1.22
CP015966.1_from_2_to_3212948_total_3212947_2423	EC:2.7.1.4
CP015966.1_from_2_to_3212948_total_3212947_2468	EC:4.2.1.53
CP015966.1_from_2_to_3212948_total_3212947_2471	EC:1.1.1.218
CP015966.1_from_2_to_3212948_total_3212947_2492	EC:3.6.1.55
CP015966.1_from_2_to_3212948_total_3212947_2497	EC:2.5.1.3
CP015966.1_from_2_to_3212948_total_3212947_2499	EC:2.7.1.50
CP015966.1_from_2_to_3212948_total_3212947_2500	EC:1.6.5.5
CP015966.1_from_2_to_3212948_total_3212947_2502	EC:4.4.1.37
CP015966.1_from_2_to_3212948_total_3212947_2507	EC:5.1.2.1
CP015966.1_from_2_to_3212948_total_3212947_2539	EC:3.5.1.24
CP015966.1_from_2_to_3212948_total_3212947_2544	None
CP015966.1_from_2_to_3212948_total_3212947_2546	EC:1.20.4.4
CP015966.1_from_2_to_3212948_total_3212947_2552	EC:4.1.2.50
CP015966.1_from_2_to_3212948_total_3212947_2559	EC:2.1.1.177
CP015966.1_from_2_to_3212948_total_3212947_2575	EC:2.4.1.21
CP015966.1_from_2_to_3212948_total_3212947_2577	EC:2.7.7.27
CP015966.1_from_2_to_3212948_total_3212947_2581	EC:1.2.1.41
CP015966.1_from_2_to_3212948_total_3212947_2582	EC:2.7.2.11
CP015966.1_from_2_to_3212948_total_3212947_2598	EC:3.1.26.5
CP015966.1_from_2_to_3212948_total_3212947_2623	EC:5.4.99.62
CP015966.1_from_2_to_3212948_total_3212947_2626	None
CP015966.1_from_2_to_3212948_total_3212947_2631	EC:1.2.3.3
CP015966.1_from_2_to_3212948_total_3212947_2652	EC:5.1.3.9
CP015966.1_from_2_to_3212948_total_3212947_2653	EC:4.1.3.3;EC:4.3.3.7
CP015966.1_from_2_to_3212948_total_3212947_2671	EC:2.7.1.69
CP015966.1_from_2_to_3212948_total_3212947_2673	EC:2.2.1.2
CP015966.1_from_2_to_3212948_total_3212947_2674	EC:2.2.1.1
CP015966.1_from_2_to_3212948_total_3212947_2676	EC:3.5.1.24
CP015966.1_from_2_to_3212948_total_3212947_2681	EC:2.4.1.230;EC:2.4.1.64;EC:2.4.1.8
CP015966.1_from_2_to_3212948_total_3212947_2684	EC:3.2.1.86
CP015966.1_from_2_to_3212948_total_3212947_2691	EC:4.2.1.126
CP015966.1_from_2_to_3212948_total_3212947_2702	EC:1.1.1.25
CP015966.1_from_2_to_3212948_total_3212947_2706	EC:4.2.1.10
CP015966.1_from_2_to_3212948_total_3212947_2716	EC:3.2.1.23
CP015966.1_from_2_to_3212948_total_3212947_2717	EC:3.2.1.23
CP015966.1_from_2_to_3212948_total_3212947_2718	EC:2.7.1.6
CP015966.1_from_2_to_3212948_total_3212947_2720	EC:2.7.7.12
CP015966.1_from_2_to_3212948_total_3212947_2724	None
CP015966.1_from_2_to_3212948_total_3212947_2747	EC:1.6.99.3
CP015966.1_from_2_to_3212948_total_3212947_2752	None
CP015966.1_from_2_to_3212948_total_3212947_2761	EC:2.1.1.163
CP015966.1_from_2_to_3212948_total_3212947_2783	EC:4.1.1.49
CP015966.1_from_2_to_3212948_total_3212947_2795	EC:3.6.1.27
CP015966.1_from_2_to_3212948_total_3212947_2803	EC:2.4.2.6
CP015966.1_from_2_to_3212948_total_3212947_2818	EC:3.5.1.24
CP015966.1_from_2_to_3212948_total_3212947_2834	EC:5.1.3.2
CP015966.1_from_2_to_3212948_total_3212947_2841	EC:3.5.4.2
CP015966.1_from_2_to_3212948_total_3212947_2854	EC:1.97.1.4
CP015966.1_from_2_to_3212948_total_3212947_2869	EC:3.5.4.16
CP015966.1_from_2_to_3212948_total_3212947_2872	EC:2.5.1.15
CP015966.1_from_2_to_3212948_total_3212947_2900	EC:1.7.1.7
CP015966.1_from_2_to_3212948_total_3212947_2901	EC:6.3.4.4
CP015966.1_from_2_to_3212948_total_3212947_2902	EC:4.3.2.2
CP015966.1_from_2_to_3212948_total_3212947_2907	EC:2.5.1.96
CP015966.1_from_2_to_3212948_total_3212947_2908	EC:1.3.8.2;EC:1.3.99.28
CP015966.1_from_2_to_3212948_total_3212947_2928	EC:2.7.1.191;EC:2.7.1.69
CP015966.1_from_2_to_3212948_total_3212947_2929	None
CP015966.1_from_2_to_3212948_total_3212947_2938	None
CP015966.1_from_2_to_3212948_total_3212947_2970	EC:5.2.1.8
CP015966.1_from_2_to_3212948_total_3212947_2991	EC:5.4.2.11
CP015966.1_from_2_to_3212948_total_3212947_3018	EC:3.6.1.22
CP015966.1_from_2_to_3212948_total_3212947_3021	EC:3.6.5.n1
CP015966.1_from_2_to_3212948_total_3212947_3062	EC:3.5.1.28
CP015966.1_from_2_to_3212948_total_3212947_3086	None
CP015966.1_from_2_to_3212948_total_3212947_3088	EC:1.1.1.90
CP015966.1_from_2_to_3212948_total_3212947_3102	EC:1.1.1.100
CP015966.1_from_2_to_3212948_total_3212947_3131	EC:2.7.7.65
CP015966.1_from_2_to_3212948_total_3212947_3132	EC:3.2.2.20
CP015966.1_from_2_to_3212948_total_3212947_3141	EC:3.2.1.86
CP015966.1_from_2_to_3212948_total_3212947_3204	EC:4.1.1.98
CP015966.1_from_2_to_3212948_total_3212947_3213	EC:2.7.11.1
CP015966.1_from_2_to_3212948_total_3212947_3214	EC:1.1.98.6
AP014622.1_from_4_to_6814934_total_6814931_29	EC:1.6.5.5
AP014622.1_from_4_to_6814934_total_6814931_43	EC:4.2.1.20
AP014622.1_from_4_to_6814934_total_6814931_220	EC:3.1.6.1
AP014622.1_from_4_to_6814934_total_6814931_252	EC:2.7.7.66
AP014622.1_from_4_to_6814934_total_6814931_267	EC:2.3.1.174
AP014622.1_from_4_to_6814934_total_6814931_341	EC:3.5.3.11
AP014622.1_from_4_to_6814934_total_6814931_482	EC:2.4.2.9
AP014622.1_from_4_to_6814934_total_6814931_688	EC:2.7.6.3
AP014622.1_from_4_to_6814934_total_6814931_689	EC:2.7.7.72
AP014622.1_from_4_to_6814934_total_6814931_695	EC:3.6.1.41
AP014622.1_from_4_to_6814934_total_6814931_704	EC:2.7.1.221
AP014622.1_from_4_to_6814934_total_6814931_705	EC:2.7.7.24
AP014622.1_from_4_to_6814934_total_6814931_746	EC:4.1.1.48
AP014622.1_from_4_to_6814934_total_6814931_762	EC:2.7.1.170
AP014622.1_from_4_to_6814934_total_6814931_770	EC:6.3.4.15
AP014622.1_from_4_to_6814934_total_6814931_771	EC:2.7.1.33
AP014622.1_from_4_to_6814934_total_6814931_1092	EC:2.3.1.181
AP014622.1_from_4_to_6814934_total_6814931_1190	EC:2.10.1.1
AP014622.1_from_4_to_6814934_total_6814931_1239	EC:1.4.1.25
AP014622.1_from_4_to_6814934_total_6814931_1273	EC:2.7.7.7
AP014622.1_from_4_to_6814934_total_6814931_1372	EC:2.1.1.228
AP014622.1_from_4_to_6814934_total_6814931_1451	EC:5.1.1.8
AP014622.1_from_4_to_6814934_total_6814931_1559	EC:2.5.1.15
AP014622.1_from_4_to_6814934_total_6814931_1562	EC:3.5.2.6
AP014622.1_from_4_to_6814934_total_6814931_1634	EC:2.5.1.18
AP014622.1_from_4_to_6814934_total_6814931_1667	EC:7.1.2.2
AP014622.1_from_4_to_6814934_total_6814931_1884	EC:4.1.3.27
AP014622.1_from_4_to_6814934_total_6814931_1886	EC:3.1.2.32
AP014622.1_from_4_to_6814934_total_6814931_2016	EC:3.6.4.12
AP014622.1_from_4_to_6814934_total_6814931_2031	EC:3.6.1.7
AP014622.1_from_4_to_6814934_total_6814931_2039	EC:1.6.5.2
AP014622.1_from_4_to_6814934_total_6814931_2061	EC:2.7.13.3
AP014622.1_from_4_to_6814934_total_6814931_2131	EC:3.1.1.29
AP014622.1_from_4_to_6814934_total_6814931_2338	EC:1.2.1.27
AP014622.1_from_4_to_6814934_total_6814931_2342	EC:1.1.1.31
AP014622.1_from_4_to_6814934_total_6814931_2587	EC:2.1.1.199
AP014622.1_from_4_to_6814934_total_6814931_2623	EC:2.6.1.9
AP014622.1_from_4_to_6814934_total_6814931_2751	EC:1.4.3.19
AP014622.1_from_4_to_6814934_total_6814931_2773	EC:2.7.2.11
AP014622.1_from_4_to_6814934_total_6814931_2974	EC:3.1.1.61;EC:3.5.1.44
AP014622.1_from_4_to_6814934_total_6814931_3002	EC:2.1.1.242
AP014622.1_from_4_to_6814934_total_6814931_3020	EC:2.8.1.7
AP014622.1_from_4_to_6814934_total_6814931_3047	EC:3.1.26.4
AP014622.1_from_4_to_6814934_total_6814931_3053	EC:6.3.4.19
AP014622.1_from_4_to_6814934_total_6814931_3065	EC:5.4.99.27
AP014622.1_from_4_to_6814934_total_6814931_3067	EC:2.1.1.77
AP014622.1_from_4_to_6814934_total_6814931_3334	EC:7.3.2.2
AP014622.1_from_4_to_6814934_total_6814931_3342	EC:3.6.1.63
AP014622.1_from_4_to_6814934_total_6814931_3407	EC:3.4.21.92
AP014622.1_from_4_to_6814934_total_6814931_3558	EC:5.2.1.8
AP014622.1_from_4_to_6814934_total_6814931_3645	EC:5.1.3.2
AP014622.1_from_4_to_6814934_total_6814931_3646	EC:5.1.3.14
AP014622.1_from_4_to_6814934_total_6814931_3649	None
AP014622.1_from_4_to_6814934_total_6814931_3685	EC:5.3.1.24
AP014622.1_from_4_to_6814934_total_6814931_3800	EC:3.4.21.88
AP014622.1_from_4_to_6814934_total_6814931_3812	EC:7.2.1.1
AP014622.1_from_4_to_6814934_total_6814931_3832	EC:1.3.1.98
AP014622.1_from_4_to_6814934_total_6814931_3918	EC:2.1.1.130
AP014622.1_from_4_to_6814934_total_6814931_4225	EC:2.5.1.15
AP014622.1_from_4_to_6814934_total_6814931_4228	EC:3.5.2.6
AP014622.1_from_4_to_6814934_total_6814931_4254	EC:2.3.1.82
AP014622.1_from_4_to_6814934_total_6814931_4257	EC:2.5.1.15
AP014622.1_from_4_to_6814934_total_6814931_4299	EC:6.1.1.20
AP014622.1_from_4_to_6814934_total_6814931_4351	None
AP014622.1_from_4_to_6814934_total_6814931_4376	EC:2.7.13.3
AP014622.1_from_4_to_6814934_total_6814931_4475	EC:6.1.1.11
AP014622.1_from_4_to_6814934_total_6814931_4476	EC:1.3.1.76;EC:2.1.1.107;EC:4.99.1.4
AP014622.1_from_4_to_6814934_total_6814931_4554	EC:2.1.1.144
AP014622.1_from_4_to_6814934_total_6814931_4614	EC:1.3.1.25
AP014622.1_from_4_to_6814934_total_6814931_4617	EC:5.5.1.1
AP014622.1_from_4_to_6814934_total_6814931_4618	EC:5.3.3.4
AP014622.1_from_4_to_6814934_total_6814931_4702	EC:2.1.2.1
AP014622.1_from_4_to_6814934_total_6814931_5176	EC:4.1.3.4
AP014622.1_from_4_to_6814934_total_6814931_5182	EC:5.2.1.2
AP014622.1_from_4_to_6814934_total_6814931_5272	EC:2.3.1.267
AP014622.1_from_4_to_6814934_total_6814931_5493	EC:3.6.4.12
AP014622.1_from_4_to_6814934_total_6814931_5569	EC:2.1.1.107
AP014622.1_from_4_to_6814934_total_6814931_5670	EC:4.2.1.109
AP014622.1_from_4_to_6814934_total_6814931_5770	EC:2.1.2.11
AP014622.1_from_4_to_6814934_total_6814931_5778	EC:6.2.1.5
AP014622.1_from_4_to_6814934_total_6814931_5958	EC:2.3.1.184
AP014622.1_from_4_to_6814934_total_6814931_5985	EC:3.5.1.-;EC:3.5.1.62
AP014622.1_from_4_to_6814934_total_6814931_6051	EC:2.3.2.2
AP014622.1_from_4_to_6814934_total_6814931_6082	EC:3.11.1.1
AP014622.1_from_4_to_6814934_total_6814931_6116	EC:2.7.1.156;EC:2.7.7.62
AP014622.1_from_4_to_6814934_total_6814931_6118	EC:4.1.1.81
AP014622.1_from_4_to_6814934_total_6814931_6205	EC:2.1.1.297
AP014622.1_from_4_to_6814934_total_6814931_6292	EC:2.1.1.35
AP014622.1_from_4_to_6814934_total_6814931_6318	EC:5.4.99.25
AP014622.1_from_4_to_6814934_total_6814931_6322	EC:5.3.1.1
AP014622.1_from_4_to_6814934_total_6814931_6323	EC:5.4.2.10
AP014622.1_from_4_to_6814934_total_6814931_6438	EC:4.2.1.10
AP014622.1_from_4_to_6814934_total_6814931_6534	EC:5.1.1.1
AP014622.1_from_4_to_6814934_total_6814931_6540	EC:2.1.1.185
AP014622.1_from_4_to_6814934_total_6814931_6550	EC:2.5.1.75
AP014622.1_from_4_to_6814934_total_6814931_6587	EC:2.6.1.84
AP014622.1_from_4_to_6814934_total_6814931_6666	EC:2.7.1.71
AP014622.1_from_4_to_6814934_total_6814931_6683	EC:3.4.25.2
AP014622.1_from_4_to_6814934_total_6814931_6698	EC:2.1.1.193
AP014622.1_from_4_to_6814934_total_6814931_6972	EC:5.2.1.8
AP014622.1_from_4_to_6814934_total_6814931_6999	EC:4.1.1.20
AP014622.1_from_4_to_6814934_total_6814931_7129	EC:2.7.7.6
AP014622.1_from_4_to_6814934_total_6814931_7148	EC:4.1.3.40
AP014622.1_from_4_to_6814934_total_6814931_7255	EC:1.1.1.281
CP016602.1_from_8_to_1986989_total_1986982_12	EC:6.1.1.11
CP016602.1_from_8_to_1986989_total_1986982_102	EC:2.1.1.63
CP016602.1_from_8_to_1986989_total_1986982_126	EC:2.1.1.177
CP016602.1_from_8_to_1986989_total_1986982_150	EC:2.7.1.50
CP016602.1_from_8_to_1986989_total_1986982_168	EC:1.1.1.169
CP016602.1_from_8_to_1986989_total_1986982_204	EC:3.6.4.12
CP016602.1_from_8_to_1986989_total_1986982_238	EC:5.4.2.11
CP016602.1_from_8_to_1986989_total_1986982_242	None
CP016602.1_from_8_to_1986989_total_1986982_264	EC:5.4.2.6
CP016602.1_from_8_to_1986989_total_1986982_271	EC:3.4.11.5
CP016602.1_from_8_to_1986989_total_1986982_283	EC:6.3.5.2
CP016602.1_from_8_to_1986989_total_1986982_323	EC:2.7.1.4
CP016602.1_from_8_to_1986989_total_1986982_324	EC:3.2.1.22
CP016602.1_from_8_to_1986989_total_1986982_326	EC:3.2.1.26
CP016602.1_from_8_to_1986989_total_1986982_328	EC:3.2.1.10;EC:3.2.1.93
CP016602.1_from_8_to_1986989_total_1986982_360	EC:5.4.99.62
CP016602.1_from_8_to_1986989_total_1986982_367	EC:5.4.2.11
CP016602.1_from_8_to_1986989_total_1986982_382	EC:2.7.1.4
CP016602.1_from_8_to_1986989_total_1986982_404	EC:4.2.1.53
CP016602.1_from_8_to_1986989_total_1986982_434	EC:3.6.4.12
CP016602.1_from_8_to_1986989_total_1986982_441	EC:1.1.1.205
CP016602.1_from_8_to_1986989_total_1986982_444	EC:3.4.16.4
CP016602.1_from_8_to_1986989_total_1986982_453	EC:6.1.1.12
CP016602.1_from_8_to_1986989_total_1986982_454	EC:5.1.1.13
CP016602.1_from_8_to_1986989_total_1986982_455	EC:6.3.1.12
CP016602.1_from_8_to_1986989_total_1986982_459	EC:6.1.1.17
CP016602.1_from_8_to_1986989_total_1986982_472	EC:3.6.3.32
CP016602.1_from_8_to_1986989_total_1986982_477	EC:3.5.1.26
CP016602.1_from_8_to_1986989_total_1986982_484	EC:3.4.22.40
CP016602.1_from_8_to_1986989_total_1986982_496	EC:2.7.1.191;EC:2.7.1.69
CP016602.1_from_8_to_1986989_total_1986982_511	EC:3.2.2.n1
CP016602.1_from_8_to_1986989_total_1986982_512	EC:3.6.4.12
CP016602.1_from_8_to_1986989_total_1986982_513	EC:3.6.4.12
CP016602.1_from_8_to_1986989_total_1986982_514	EC:2.4.99.17
CP016602.1_from_8_to_1986989_total_1986982_516	EC:2.4.2.29
CP016602.1_from_8_to_1986989_total_1986982_523	EC:3.1.3.7
CP016602.1_from_8_to_1986989_total_1986982_526	EC:6.1.1.7
CP016602.1_from_8_to_1986989_total_1986982_530	EC:3.1.26.4
CP016602.1_from_8_to_1986989_total_1986982_541	EC:5.1.1.3
CP016602.1_from_8_to_1986989_total_1986982_550	EC:1.17.4.1
CP016602.1_from_8_to_1986989_total_1986982_552	EC:1.17.4.1
CP016602.1_from_8_to_1986989_total_1986982_558	EC:3.4.13.9
CP016602.1_from_8_to_1986989_total_1986982_561	EC:3.5.99.6
CP016602.1_from_8_to_1986989_total_1986982_578	EC:5.2.1.8
CP016602.1_from_8_to_1986989_total_1986982_579	EC:2.7.1.4
CP016602.1_from_8_to_1986989_total_1986982_610	EC:1.1.1.100
CP016602.1_from_8_to_1986989_total_1986982_619	EC:2.3.2.3
CP016602.1_from_8_to_1986989_total_1986982_634	EC:2.7.7.6
CP016602.1_from_8_to_1986989_total_1986982_635	EC:2.7.7.6
CP016602.1_from_8_to_1986989_total_1986982_642	EC:3.5.1.19
CP016602.1_from_8_to_1986989_total_1986982_665	EC:2.7.4.3
CP016602.1_from_8_to_1986989_total_1986982_670	EC:2.7.7.6
CP016602.1_from_8_to_1986989_total_1986982_676	EC:5.4.99.12
CP016602.1_from_8_to_1986989_total_1986982_722	EC:3.2.1.86
CP016602.1_from_8_to_1986989_total_1986982_728	EC:4.3.1.17
CP016602.1_from_8_to_1986989_total_1986982_729	EC:4.3.1.17
CP016602.1_from_8_to_1986989_total_1986982_741	EC:2.5.1.30
CP016602.1_from_8_to_1986989_total_1986982_760	EC:2.3.2.3
CP016602.1_from_8_to_1986989_total_1986982_771	EC:2.7.7.7
CP016602.1_from_8_to_1986989_total_1986982_774	None
CP016602.1_from_8_to_1986989_total_1986982_778	EC:2.3.1.267
CP016602.1_from_8_to_1986989_total_1986982_780	EC:3.6.4.12
CP016602.1_from_8_to_1986989_total_1986982_799	EC:6.1.1.10
CP016602.1_from_8_to_1986989_total_1986982_801	EC:3.1.26.8
CP016602.1_from_8_to_1986989_total_1986982_802	EC:2.1.1.182
CP016602.1_from_8_to_1986989_total_1986982_809	EC:2.7.1.121
CP016602.1_from_8_to_1986989_total_1986982_816	EC:2.3.1.157;EC:2.7.7.23
CP016602.1_from_8_to_1986989_total_1986982_828	EC:6.3.4.2
CP016602.1_from_8_to_1986989_total_1986982_829	EC:2.5.1.7
CP016602.1_from_8_to_1986989_total_1986982_841	EC:6.3.2.10
CP016602.1_from_8_to_1986989_total_1986982_843	EC:2.7.8.7
CP016602.1_from_8_to_1986989_total_1986982_851	EC:1.1.1.27
CP016602.1_from_8_to_1986989_total_1986982_858	EC:6.3.4.19
CP016602.1_from_8_to_1986989_total_1986982_863	EC:6.1.1.6
CP016602.1_from_8_to_1986989_total_1986982_871	EC:1.5.1.2
CP016602.1_from_8_to_1986989_total_1986982_873	EC:3.5.1.25
CP016602.1_from_8_to_1986989_total_1986982_895	EC:6.3.4.21
CP016602.1_from_8_to_1986989_total_1986982_909	EC:2.4.2.22
CP016602.1_from_8_to_1986989_total_1986982_925	EC:2.7.1.107
CP016602.1_from_8_to_1986989_total_1986982_926	EC:2.1.1.190
CP016602.1_from_8_to_1986989_total_1986982_938	EC:3.2.1.21;EC:3.2.1.86
CP016602.1_from_8_to_1986989_total_1986982_979	EC:3.5.1.88
CP016602.1_from_8_to_1986989_total_1986982_989	EC:2.3.3.10
CP016602.1_from_8_to_1986989_total_1986982_1008	EC:2.7.3.9
CP016602.1_from_8_to_1986989_total_1986982_1010	EC:3.6.3.4
CP016602.1_from_8_to_1986989_total_1986982_1029	EC:2.7.1.23
CP016602.1_from_8_to_1986989_total_1986982_1031	EC:3.6.1.27
CP016602.1_from_8_to_1986989_total_1986982_1037	EC:6.1.1.4
CP016602.1_from_8_to_1986989_total_1986982_1044	EC:4.2.1.136
CP016602.1_from_8_to_1986989_total_1986982_1052	EC:6.1.1.19
CP016602.1_from_8_to_1986989_total_1986982_1055	None
CP016602.1_from_8_to_1986989_total_1986982_1062	EC:2.7.7.7
CP016602.1_from_8_to_1986989_total_1986982_1063	EC:3.2.2.23;EC:4.2.99.18
CP016602.1_from_8_to_1986989_total_1986982_1064	EC:2.7.1.24
CP016602.1_from_8_to_1986989_total_1986982_1068	EC:6.1.1.3
CP016602.1_from_8_to_1986989_total_1986982_1083	EC:1.1.1.44
CP016602.1_from_8_to_1986989_total_1986982_1089	EC:2.1.1.185;EC:2.1.1.208
CP016602.1_from_8_to_1986989_total_1986982_1092	EC:6.1.1.20
CP016602.1_from_8_to_1986989_total_1986982_1095	EC:2.7.1.48
CP016602.1_from_8_to_1986989_total_1986982_1098	EC:2.7.13.3
CP016602.1_from_8_to_1986989_total_1986982_1102	EC:7.6.2.11
CP016602.1_from_8_to_1986989_total_1986982_1108	EC:5.4.2.10
CP016602.1_from_8_to_1986989_total_1986982_1112	None
CP016602.1_from_8_to_1986989_total_1986982_1122	EC:3.2.2.27
CP016602.1_from_8_to_1986989_total_1986982_1149	EC:6.3.1.2
CP016602.1_from_8_to_1986989_total_1986982_1245	EC:3.6.5.n1
CP016602.1_from_8_to_1986989_total_1986982_1258	EC:2.4.2.7
CP016602.1_from_8_to_1986989_total_1986982_1267	EC:2.1.1.223
CP016602.1_from_8_to_1986989_total_1986982_1273	EC:2.7.4.22
CP016602.1_from_8_to_1986989_total_1986982_1277	EC:2.7.7.41
CP016602.1_from_8_to_1986989_total_1986982_1279	EC:6.1.1.15
CP016602.1_from_8_to_1986989_total_1986982_1280	EC:2.7.7.7
CP016602.1_from_8_to_1986989_total_1986982_1282	EC:3.1.21.3
CP016602.1_from_8_to_1986989_total_1986982_1291	None
CP016602.1_from_8_to_1986989_total_1986982_1299	EC:5.4.99.25
CP016602.1_from_8_to_1986989_total_1986982_1310	EC:2.7.13.3
CP016602.1_from_8_to_1986989_total_1986982_1316	None
CP016602.1_from_8_to_1986989_total_1986982_1343	EC:5.3.1.9
CP016602.1_from_8_to_1986989_total_1986982_1378	None
CP016602.1_from_8_to_1986989_total_1986982_1385	EC:2.7.1.21
CP016602.1_from_8_to_1986989_total_1986982_1387	EC:2.1.1.297
CP016602.1_from_8_to_1986989_total_1986982_1388	EC:2.7.7.87
CP016602.1_from_8_to_1986989_total_1986982_1389	EC:2.1.2.1
CP016602.1_from_8_to_1986989_total_1986982_1390	EC:2.4.2.9
CP016602.1_from_8_to_1986989_total_1986982_1395	EC:7.1.2.2
CP016602.1_from_8_to_1986989_total_1986982_1397	EC:7.1.2.2
CP016602.1_from_8_to_1986989_total_1986982_1400	EC:2.5.1.7
CP016602.1_from_8_to_1986989_total_1986982_1424	EC:2.3.1.180
CP016602.1_from_8_to_1986989_total_1986982_1426	EC:2.3.1.39
CP016602.1_from_8_to_1986989_total_1986982_1428	EC:2.3.1.179
CP016602.1_from_8_to_1986989_total_1986982_1432	EC:2.1.3.15
CP016602.1_from_8_to_1986989_total_1986982_1433	EC:2.1.3.15
CP016602.1_from_8_to_1986989_total_1986982_1459	EC:2.8.1.7
CP016602.1_from_8_to_1986989_total_1986982_1460	EC:2.8.1.4
CP016602.1_from_8_to_1986989_total_1986982_1461	EC:6.1.1.9
CP016602.1_from_8_to_1986989_total_1986982_1462	EC:6.3.2.17
CP016602.1_from_8_to_1986989_total_1986982_1476	EC:1.8.4.12
CP016602.1_from_8_to_1986989_total_1986982_1477	EC:1.8.4.11
CP016602.1_from_8_to_1986989_total_1986982_1482	EC:2.7.11.32;EC:2.7.4.27
CP016602.1_from_8_to_1986989_total_1986982_1491	EC:6.1.1.14
CP016602.1_from_8_to_1986989_total_1986982_1492	EC:6.1.1.14
CP016602.1_from_8_to_1986989_total_1986982_1498	EC:2.1.1.217
CP016602.1_from_8_to_1986989_total_1986982_1500	EC:3.4.11.4
CP016602.1_from_8_to_1986989_total_1986982_1509	EC:4.2.3.4
CP016602.1_from_8_to_1986989_total_1986982_1534	EC:6.1.1.22
CP016602.1_from_8_to_1986989_total_1986982_1538	EC:3.1.22.4
CP016602.1_from_8_to_1986989_total_1986982_1542	EC:2.1.1.173
CP016602.1_from_8_to_1986989_total_1986982_1543	None
CP016602.1_from_8_to_1986989_total_1986982_1575	EC:2.4.2.9
CP016602.1_from_8_to_1986989_total_1986982_1579	EC:6.3.5.5
