sequence_ID	prediction
CP006812.1_from_7_to_2347811_total_2347805_460	EC:1.13.12.4
CP006812.1_from_7_to_2347811_total_2347805_601	EC:3.4.11.-
CP006812.1_from_7_to_2347811_total_2347805_1032	EC:1.13.12.4
CP006812.1_from_7_to_2347811_total_2347805_1969	EC:3.2.1.86
CP016673.1_from_140906_to_142456_total_1551_1	EC:2.1.1.-;EC:2.1.1.35
CP016673.1_from_287381_to_288188_total_808_2	EC:6.3.2.4
CP016673.1_from_297132_to_299013_total_1882_1	EC:6.3.2.10
CP016673.1_from_434126_to_435349_total_1224_2	EC:6.1.1.14
CP016673.1_from_528488_to_529450_total_963_1	EC:2.3.1.1;EC:2.3.1.35
CP016673.1_from_612567_to_613151_total_585_1	EC:2.7.1.33;EC:6.3.4.15
CP016673.1_from_760308_to_762745_total_2438_2	EC:2.7.7.43
CP016673.1_from_760308_to_762745_total_2438_3	EC:3.2.1.183
CP016673.1_from_766225_to_767444_total_1220_1	EC:7.6.2.12
CP016673.1_from_1182552_to_1183333_total_782_1	EC:3.2.1.52
CP016673.1_from_1225287_to_1226168_total_882_2	EC:7.2.1.1
CP016673.1_from_1348337_to_1348731_total_395_1	EC:3.1.26.3
CP016673.1_from_1477732_to_1478796_total_1065_1	EC:2.7.4.3
CP016673.1_from_1841615_to_1842645_total_1031_2	EC:2.1.1.37
CP016673.1_from_1842722_to_1844166_total_1445_1	EC:3.1.21.4
CP016673.1_from_2005650_to_2006936_total_1287_1	EC:1.1.1.284
CP016673.1_from_2096379_to_2096815_total_437_1	EC:2.6.1.2
CP016648.1_from_304065_to_305956_total_1892_1	EC:2.7.1.71
CP016648.1_from_447977_to_449143_total_1167_1	EC:2.7.1.221
CP016648.1_from_472244_to_474608_total_2365_1	EC:2.7.7.n1
CP016648.1_from_655016_to_658551_total_3536_3	EC:2.7.7.43
CP016648.1_from_661424_to_662303_total_880_2	EC:7.6.2.12
CP016648.1_from_1099262_to_1099729_total_468_1	EC:1.2.1.88;EC:1.5.5.2
CP016648.1_from_1433591_to_1433925_total_335_1	EC:3.5.1.18
CP016648.1_from_1593100_to_1593926_total_827_1	EC:5.6.2.2
CP006944.1_from_817922_to_827260_total_9339_2	EC:3.2.1.-
CP006944.1_from_2085584_to_2091880_total_6297_1	EC:5.1.3.29
CP008984.1_from_550116_to_551600_total_1485_1	EC:1.3.5.4
CP008984.1_from_2084996_to_2085542_total_547_1	EC:2.3.1.54
CP017477.1_from_1202441_to_1203176_total_736_1	EC:1.17.1.8
CP017477.1_from_1378466_to_1378715_total_250_1	EC:6.3.5.2
CP017477.1_from_2728693_to_2730356_total_1664_2	EC:5.3.1.17
CP016668.1_from_259656_to_261537_total_1882_1	EC:3.1.21.4
CP016668.1_from_289231_to_289978_total_748_1	EC:2.7.7.8
CP016668.1_from_331094_to_334578_total_3485_1	EC:3.5.4.16
CP016668.1_from_446118_to_447452_total_1335_1	EC:2.4.99.6
CP016668.1_from_708206_to_709509_total_1304_3	EC:3.1.21.4
CP016668.1_from_852101_to_853499_total_1399_1	EC:1.1.-.-
CP016668.1_from_871636_to_873531_total_1896_1	EC:1.1.1.284
CP016668.1_from_1607669_to_1608538_total_870_1	EC:3.1.3.82
CP016668.1_from_1801282_to_1804950_total_3669_2	EC:2.7.7.43
CP016644.1_from_162256_to_162919_total_664_1	EC:2.7.7.n1
CP016644.1_from_289997_to_290146_total_150_1	EC:2.7.7.99
CP016644.1_from_553375_to_554633_total_1259_1	EC:2.7.1.130
CP016644.1_from_820014_to_820272_total_259_1	EC:1.11.1.15
CP016644.1_from_1056278_to_1056704_total_427_1	EC:1.18.1.2
CP016644.1_from_1232697_to_1232974_total_278_1	EC:1.1.1.284
CP016644.1_from_1553945_to_1554218_total_274_1	EC:1.1.1.-
CP009215.1_from_1067272_to_1068683_total_1412_1	EC:2.7.4.16
CP009215.1_from_1306041_to_1308566_total_2526_2	EC:6.1.1.23
CP009215.1_from_1457247_to_1460966_total_3720_3	EC:1.8.1.15
CP009215.1_from_2253626_to_2255864_total_2239_1	EC:4.1.3.27
CP008883.1_from_1904329_to_2120086_total_215758_53	EC:2.6.1.90
CP008883.1_from_1904329_to_2120086_total_215758_109	EC:1.3.8.1
CP012716.1_from_791608_to_1174215_total_382608_43	EC:1.4.1.11
CP012716.1_from_791608_to_1174215_total_382608_220	EC:2.8.3.8
CP012716.1_from_791608_to_1174215_total_382608_328	EC:7.2.2.7
CP012716.1_from_1174221_to_2227207_total_1052987_191	EC:3.2.2.-;EC:4.2.99.18
CP009151.1_from_4_to_4008733_total_4008730_2180	EC:1.2.1.-
CP009151.1_from_4_to_4008733_total_4008730_2263	EC:6.3.4.5
CP009151.1_from_4_to_4008733_total_4008730_2304	EC:5.4.99.61
CP009150.1_from_483085_to_3256003_total_2772919_1783	EC:7.5.2.1
