sequence_ID	prediction
CP002277.1_from_804130_to_804497_total_368_1	EC:1.17.4.1
CP002277.1_from_812353_to_812974_total_622_1	EC:1.1.5.12
CP002277.1_from_977205_to_977555_total_351_1	EC:1.1.1.-
CP002277.1_from_1008227_to_1008831_total_605_1	EC:2.7.7.7
CP002277.1_from_1055129_to_1056219_total_1091_2	EC:2.4.1.21
CP002277.1_from_1109739_to_1110186_total_448_1	EC:2.3.1.47
CP002277.1_from_1201968_to_1202444_total_477_1	EC:3.1.3.11
CP002277.1_from_1289410_to_1289980_total_571_2	EC:6.3.2.10
CP002277.1_from_1379476_to_1379950_total_475_1	EC:1.8.5.3
CP000419.1_from_169795_to_173425_total_3631_2	EC:3.2.1.11
CP000419.1_from_169795_to_173425_total_3631_3	EC:3.2.1.11
CP000419.1_from_638718_to_648749_total_10032_5	EC:2.1.1.72
CP000419.1_from_1275004_to_1280290_total_5287_2	EC:5.1.3.3
CP000419.1_from_1515872_to_1517006_total_1135_2	EC:2.7.7.7
CP000419.1_from_1685294_to_1688242_total_2949_5	EC:1.3.99.33
CP000419.1_from_1720207_to_1721747_total_1541_1	EC:2.7.7.6
CP016649.1_from_252450_to_256248_total_3799_3	EC:2.1.1.37
CP016649.1_from_252450_to_256248_total_3799_6	EC:3.1.21.4
CP016649.1_from_312429_to_320951_total_8523_10	EC:1.17.7.3
CP016649.1_from_412866_to_418157_total_5292_6	EC:1.1.1.284
CP016649.1_from_809115_to_811109_total_1995_2	EC:6.1.1.23
CP016649.1_from_914766_to_916334_total_1569_1	EC:2.4.1.8
CP016649.1_from_1135911_to_1145259_total_9349_11	EC:2.1.1.222;EC:2.1.1.64
CP016649.1_from_1340793_to_1346292_total_5500_5	EC:2.7.7.43
CP016649.1_from_1349773_to_1353514_total_3742_3	EC:7.6.2.12
CP016649.1_from_1527592_to_1535807_total_8216_6	EC:2.7.7.n1
CP016649.1_from_1975979_to_1981795_total_5817_3	EC:3.1.21.4
CP016649.1_from_2161401_to_2165548_total_4148_2	EC:2.4.99.6
CP002925.1_from_1_to_2190714_total_2190714_2191	EC:4.3.2.2
CP018101.1_from_802166_to_812525_total_10360_2	EC:6.3.2.2
CP018101.1_from_3238686_to_3254180_total_15495_4	EC:7.2.2.-
CP018101.1_from_3918039_to_3929113_total_11075_2	EC:1.2.99.6
FR714927.1_from_6_to_2729535_total_2729530_806	EC:1.4.1.2
FR714927.1_from_6_to_2729535_total_2729530_980	EC:1.14.99.48
FR714927.1_from_6_to_2729535_total_2729530_1783	EC:3.1.4.3
FR714927.1_from_6_to_2729535_total_2729530_2312	EC:5.4.2.2
FR714927.1_from_6_to_2729535_total_2729530_2347	EC:3.4.22.70
CP010319.1_from_6_to_1996140_total_1996135_794	EC:3.1.-.-;EC:3.6.4.12
CP010319.1_from_6_to_1996140_total_1996135_1067	EC:2.5.1.101
CP010319.1_from_6_to_1996140_total_1996135_1369	EC:3.4.11.-
CP007562.1_from_6_to_1702052_total_1702047_144	EC:4.4.1.13
AM295250.1_from_8_to_2566422_total_2566415_613	EC:1.8.1.14
CP012938.1_from_644388_to_663887_total_19500_1	EC:2.3.1.180
CP012938.1_from_695701_to_700433_total_4733_3	EC:2.4.1.320
CP012938.1_from_1135382_to_1151751_total_16370_16	EC:7.1.2.2
CP012938.1_from_1596835_to_1607870_total_11036_9	EC:5.1.1.20
CP001781.1_from_1_to_2824404_total_2824404_898	EC:1.4.1.2
CP001781.1_from_1_to_2824404_total_2824404_1078	EC:1.14.99.48
CP001781.1_from_1_to_2824404_total_2824404_1924	EC:3.1.4.3
CP001781.1_from_1_to_2824404_total_2824404_2455	EC:5.4.2.2
CP001781.1_from_1_to_2824404_total_2824404_2490	EC:3.4.22.70
AP012054.1_from_510912_to_512482_total_1571_1	EC:2.1.3.3
AP012054.1_from_1128477_to_1134552_total_6076_7	EC:2.6.1.85
AP012054.1_from_1927942_to_1929317_total_1376_1	EC:6.2.1.54
CP011526.1_from_36_to_2755065_total_2755030_878	EC:1.4.1.2
CP011526.1_from_36_to_2755065_total_2755030_1053	EC:1.14.99.48
CP011526.1_from_36_to_2755065_total_2755030_1874	EC:3.1.4.3
CP011526.1_from_36_to_2755065_total_2755030_2347	EC:5.4.2.2
CP011526.1_from_36_to_2755065_total_2755030_2385	EC:3.4.22.70
CP002099.1_from_264508_to_264794_total_287_1	EC:2.3.1.129
CP002099.1_from_621827_to_622117_total_291_1	EC:7.1.1.-
CP002099.1_from_663153_to_663364_total_212_1	EC:1.17.4.1
CP002099.1_from_868049_to_868887_total_839_1	EC:4.2.1.46
CP002099.1_from_875903_to_876813_total_911_1	EC:5.1.3.10
CP002099.1_from_942822_to_943646_total_825_1	EC:2.1.1.151
CP002099.1_from_1247760_to_1248024_total_265_1	EC:1.4.1.4
CP002099.1_from_1311877_to_1312157_total_281_1	EC:2.8.1.7;EC:4.4.1.16
CP002099.1_from_2906738_to_2906998_total_261_1	EC:2.7.7.60
CP002099.1_from_2994734_to_2995016_total_283_1	EC:3.1.11.5
CP002099.1_from_3673513_to_3673888_total_376_2	EC:5.3.1.14
CP002099.1_from_3742100_to_3742855_total_756_2	EC:5.4.99.62
CP002099.1_from_4530031_to_4530568_total_538_2	EC:4.3.1.1
CP002099.1_from_4660745_to_4661037_total_293_1	EC:3.4.11.1;EC:3.4.11.10
CP011312.1_from_473759_to_475090_total_1332_1	EC:1.6.5.2
CP011312.1_from_818516_to_820000_total_1485_1	EC:6.3.1.2
CP011312.1_from_937104_to_938142_total_1039_2	EC:3.6.3.-
CP011312.1_from_1082046_to_1082920_total_875_2	EC:5.4.99.61
CP011312.1_from_1260327_to_1262657_total_2331_3	EC:2.7.8.-
CP011312.1_from_1438922_to_1439969_total_1048_1	EC:4.1.1.48
CP011312.1_from_1877127_to_1879204_total_2078_2	EC:7.2.2.-
CP011312.1_from_2312573_to_2316510_total_3938_3	EC:7.2.2.-
CP013953.1_from_1_to_2955146_total_2955146_896	EC:1.4.1.2
CP013953.1_from_1_to_2955146_total_2955146_1135	EC:1.14.99.48
CP013953.1_from_1_to_2955146_total_2955146_2100	EC:3.1.4.3
CP013953.1_from_1_to_2955146_total_2955146_2598	EC:5.4.2.2
CP013953.1_from_1_to_2955146_total_2955146_2637	EC:3.4.22.70
CP013953.1_from_1_to_2955146_total_2955146_2753	EC:3.4.24.29
CP009230.1_from_9934_to_11148_total_1215_1	EC:1.17.7.3
CP009230.1_from_118957_to_121187_total_2231_1	EC:3.6.1.54
CP009230.1_from_658744_to_670700_total_11957_7	EC:4.1.3.27
CP009230.1_from_737671_to_742636_total_4966_2	EC:5.4.99.-
CP009230.1_from_1243261_to_1253208_total_9948_12	EC:3.2.1.23
AP014585.1_from_86_to_687674_total_687589_146	EC:4.4.1.13
CP012756.1_from_984844_to_986489_total_1646_4	EC:1.18.1.2
CP012756.1_from_1098913_to_1116225_total_17313_11	EC:5.4.2.2
CP012756.1_from_2559943_to_2561066_total_1124_2	EC:3.5.2.3
CP012756.1_from_2781048_to_2785855_total_4808_1	EC:2.3.1.89
CP008924.1_from_652993_to_658266_total_5274_2	EC:3.1.4.-;EC:3.1.4.41
CP008924.1_from_1644985_to_1655240_total_10256_3	EC:5.4.99.61
CP016439.1_from_3_to_1791656_total_1791654_195	EC:2.4.2.2
CP016439.1_from_3_to_1791656_total_1791654_246	EC:3.5.4.4
CP016439.1_from_3_to_1791656_total_1791654_345	EC:2.1.1.72
CP016439.1_from_3_to_1791656_total_1791654_495	EC:2.7.1.-
CP016439.1_from_3_to_1791656_total_1791654_845	EC:3.2.1.11
CP016439.1_from_3_to_1791656_total_1791654_922	EC:3.4.16.-
CP016439.1_from_3_to_1791656_total_1791654_1610	EC:5.1.3.3
CP016439.1_from_3_to_1791656_total_1791654_1648	EC:5.3.1.8
CP016439.1_from_3_to_1791656_total_1791654_1920	EC:3.2.1.86
CP009962.1_from_373008_to_383287_total_10280_8	EC:3.5.1.128
CP009962.1_from_494370_to_502435_total_8066_2	EC:1.11.1.15
CP009962.1_from_724357_to_727797_total_3441_1	EC:1.2.1.26
CP009962.1_from_2762261_to_2783799_total_21539_9	EC:3.5.1.128
CP009962.1_from_3298570_to_3302090_total_3521_2	EC:2.7.7.9
CP009962.1_from_3890635_to_3895706_total_5072_3	EC:3.1.1.15
CP009962.1_from_4214466_to_4215645_total_1180_1	EC:1.1.1.11
CP009962.1_from_4277257_to_4286603_total_9347_8	EC:3.5.1.9
CP009962.1_from_4557793_to_4573113_total_15321_13	EC:4.2.1.77
CP009962.1_from_5520531_to_5527930_total_7400_2	EC:4.2.1.51;EC:4.2.1.91
CP017831.1_from_1322230_to_1326859_total_4630_2	EC:6.4.1.1
CP017831.1_from_2866694_to_2874742_total_8049_4	EC:3.5.4.12
CP016669.1_from_336460_to_337880_total_1421_1	EC:2.2.1.7
CP016669.1_from_347530_to_348506_total_977_2	EC:6.3.5.5
CP016669.1_from_621464_to_622152_total_689_2	EC:3.5.1.28
CP016669.1_from_636831_to_637318_total_488_1	EC:3.1.26.3
CP016669.1_from_765111_to_765754_total_644_1	EC:2.7.4.3
CP016669.1_from_796194_to_798705_total_2512_3	EC:2.5.1.16
CP016669.1_from_927347_to_927635_total_289_1	EC:1.6.5.10
CP016669.1_from_1292995_to_1293810_total_816_1	EC:1.1.1.284
CP016669.1_from_1597592_to_1598192_total_601_1	EC:1.4.4.2
CP016669.1_from_1843894_to_1844137_total_244_1	EC:2.7.1.24
CP016669.1_from_1925976_to_1926733_total_758_1	EC:1.2.1.21;EC:1.2.1.22
CP017580.1_from_3280422_to_3282449_total_2028_2	EC:2.7.8.13
CP000029.1_from_498256_to_498536_total_281_2	EC:2.8.1.8
CP002530.1_from_489643_to_2616195_total_2126553_1092	EC:3.1.21.4
CP002530.1_from_489643_to_2616195_total_2126553_1333	EC:7.1.1.-
HE858529.1_from_408642_to_413836_total_5195_4	EC:7.2.2.16
HE858529.1_from_1441080_to_1445695_total_4616_4	EC:2.5.1.6
HE858529.1_from_1705412_to_1712096_total_6685_4	EC:2.8.3.8
CP012589.1_from_2480749_to_2494711_total_13963_2	EC:3.6.1.25;EC:3.6.1.3
CP008776.1_from_580710_to_582083_total_1374_1	EC:1.1.1.25
CP006838.1_from_85789_to_86672_total_884_1	EC:3.6.3.3
CP006838.1_from_314801_to_316033_total_1233_2	EC:3.2.1.86
CP006838.1_from_434425_to_435151_total_727_2	EC:1.1.1.205
CP006838.1_from_971119_to_971400_total_282_1	EC:6.3.4.5
CP006838.1_from_985080_to_986443_total_1364_1	EC:1.8.1.14
CP006838.1_from_1197811_to_1202729_total_4919_5	EC:1.14.99.48
CP006838.1_from_1291909_to_1292641_total_733_1	EC:2.7.11.1
CP006838.1_from_1325925_to_1327927_total_2003_2	EC:2.1.1.74
CP006838.1_from_1414578_to_1415177_total_600_1	EC:3.1.31.1
CP006838.1_from_1497016_to_1497576_total_561_1	EC:3.-.-.-
CP006838.1_from_1518784_to_1519796_total_1013_2	EC:2.4.1.227
CP006838.1_from_1578900_to_1579490_total_591_1	EC:3.1.22.4
CP006838.1_from_1583340_to_1586580_total_3241_1	EC:4.2.99.18
CP006838.1_from_1583340_to_1586580_total_3241_4	EC:3.1.-.-
CP006838.1_from_1682881_to_1683715_total_835_1	EC:3.1.21.2
CP006838.1_from_1834519_to_1836799_total_2281_2	EC:2.7.7.7
CP006838.1_from_1865698_to_1866448_total_751_2	EC:6.1.1.1
CP006838.1_from_1985768_to_1986516_total_749_1	EC:1.3.3.4
CP006838.1_from_2052479_to_2052698_total_220_1	EC:3.4.11.18
CP006838.1_from_2107602_to_2107825_total_224_1	EC:3.1.4.3
CP006838.1_from_2170420_to_2170871_total_452_1	EC:3.5.1.3
CP006838.1_from_2281628_to_2282297_total_670_2	EC:2.7.11.1
CP006838.1_from_2480621_to_2481720_total_1100_1	EC:2.3.2.16
CP006838.1_from_2486901_to_2488681_total_1781_5	EC:2.10.1.1
CP006838.1_from_2613617_to_2614044_total_428_1	EC:1.7.5.1
CP006838.1_from_2621530_to_2622251_total_722_1	EC:1.7.1.4
CP006838.1_from_2755671_to_2757424_total_1754_3	EC:3.4.22.70
CP006838.1_from_2863472_to_2864920_total_1449_2	EC:1.2.1.8
CP006838.1_from_2955173_to_2956388_total_1216_1	EC:3.6.3.-
CP012409.1_from_7_to_1043053_total_1043047_12	EC:3.4.22.70
CP012409.1_from_7_to_1043053_total_1043047_406	EC:1.14.99.48
CP012409.1_from_7_to_1043053_total_1043047_654	EC:1.4.1.2
CP012409.1_from_1096365_to_2266146_total_1169782_342	EC:5.1.3.2
CP012409.1_from_1096365_to_2266146_total_1169782_612	EC:1.2.1.88
CP012409.1_from_1096365_to_2266146_total_1169782_641	EC:3.4.22.70
CP012409.1_from_1096365_to_2266146_total_1169782_681	EC:5.4.2.2
CP012409.1_from_2266166_to_2820828_total_554663_111	EC:3.1.4.3
CP000382.1_from_50008_to_50777_total_770_1	EC:2.1.3.15
CP000382.1_from_1323742_to_1324468_total_727_2	EC:2.6.1.1
CP000724.1_from_538528_to_539334_total_807_1	EC:7.3.2.2
CP000724.1_from_612211_to_614400_total_2190_1	EC:4.2.1.172
CP000724.1_from_2824388_to_2827950_total_3563_3	EC:7.5.2.10
CP000724.1_from_2993571_to_3008450_total_14880_14	EC:3.5.2.9
CP000724.1_from_3375456_to_3378095_total_2640_3	EC:2.4.2.22
CP000724.1_from_3456622_to_3462053_total_5432_2	EC:1.4.7.1
CP000724.1_from_3869573_to_3871903_total_2331_3	EC:1.2.7.4
CP000724.1_from_4035978_to_4038594_total_2617_1	EC:1.11.1.21
CP000724.1_from_4203291_to_4204862_total_1572_2	EC:1.12.1.3
CP000724.1_from_4322103_to_4325787_total_3685_3	EC:2.7.7.7
CP000724.1_from_4354013_to_4356487_total_2475_3	EC:2.8.3.8
CP002121.1_from_2476_to_3201_total_726_1	EC:2.7.7.7
CP002121.1_from_677673_to_679521_total_1849_1	EC:1.2.3.3
CP002121.1_from_951531_to_952938_total_1408_1	EC:2.7.1.24
CP002121.1_from_1019991_to_1020636_total_646_1	EC:2.4.1.21
CP002121.1_from_1153374_to_1154258_total_885_2	EC:2.7.1.207
CP002121.1_from_1328009_to_1329031_total_1023_2	EC:4.2.1.10
CP002121.1_from_2071122_to_2071943_total_822_2	EC:1.1.3.21
CP002512.1_from_1475310_to_1546698_total_71389_47	EC:2.4.2.29
CP002512.1_from_1718582_to_1753748_total_35167_35	EC:5.4.99.60
CP015100.1_from_2006376_to_2007380_total_1005_1	EC:2.7.2.1
CP014673.1_from_653381_to_666061_total_12681_1	EC:6.3.1.1
CP014673.1_from_1007475_to_1012531_total_5057_5	EC:1.12.1.3
CP014673.1_from_3089703_to_3110877_total_21175_6	EC:7.2.2.7
CP003924.1_from_1469363_to_1471389_total_2027_2	EC:6.3.1.19
CP011217.1_from_44162_to_278234_total_234073_119	EC:3.2.1.11
CP011217.1_from_44162_to_278234_total_234073_120	EC:3.2.1.11
CP011217.1_from_379022_to_757331_total_378310_279	EC:2.1.1.72
CP011217.1_from_1228948_to_1687069_total_458122_64	EC:3.4.24.-
CP011217.1_from_1687071_to_1861791_total_174721_14	EC:1.3.99.33
CP007657.1_from_60_to_985580_total_985521_879	EC:1.4.1.2
CP007657.1_from_1102929_to_2382547_total_1279619_23	EC:1.14.99.48
CP007657.1_from_1102929_to_2382547_total_1279619_886	EC:3.1.4.3
CP007657.1_from_2382577_to_2830960_total_448384_190	EC:5.4.2.2
CP007657.1_from_2382577_to_2830960_total_448384_228	EC:3.4.22.70
FR873481.1_from_106932_to_770028_total_663097_215	EC:2.4.1.10
CP001837.1_from_1_to_2658366_total_2658366_72	EC:1.14.99.48
CP001837.1_from_1_to_2658366_total_2658366_101	EC:1.14.99.48
AP014942.1_from_580232_to_598068_total_17837_5	EC:3.5.4.16
AP014942.1_from_892372_to_905835_total_13464_10	EC:1.4.1.2
AP014942.1_from_1084183_to_1096624_total_12442_10	EC:1.14.99.48
AP014942.1_from_1950359_to_1951391_total_1033_2	EC:2.7.1.107
AP014942.1_from_1996869_to_2000367_total_3499_2	EC:3.1.4.3
AP014942.1_from_2557903_to_2574118_total_16216_12	EC:3.4.22.70
CP011116.1_from_154696_to_156456_total_1761_2	EC:1.1.1.-
CP011116.1_from_228382_to_229921_total_1540_1	EC:5.4.2.2
CP011116.1_from_789505_to_791123_total_1619_2	EC:1.14.99.48
CP011116.1_from_1956654_to_1958725_total_2072_1	EC:1.4.1.2
CP011116.1_from_2331218_to_2331523_total_306_1	EC:2.7.7.6
CP000089.1_from_1809049_to_1881535_total_72487_13	EC:5.4.99.60
CP000089.1_from_2745981_to_2831820_total_85840_34	EC:1.13.11.49
CP000089.1_from_4068979_to_4090555_total_21577_6	EC:1.2.1.85
CP000089.1_from_4068979_to_4090555_total_21577_14	EC:1.14.13.7
CP010309.1_from_448327_to_450912_total_2586_1	EC:1.2.1.8
CP008862.1_from_60538_to_61403_total_866_1	EC:5.1.3.23
CP013861.1_from_1344473_to_1344876_total_404_2	EC:4.1.3.30
AP017320.1_from_2_to_2860369_total_2860368_905	EC:1.4.1.2
AP017320.1_from_2_to_2860369_total_2860368_1079	EC:1.14.99.48
AP017320.1_from_2_to_2860369_total_2860368_1961	EC:3.1.4.3
AP017320.1_from_2_to_2860369_total_2860368_2495	EC:5.4.2.2
AP017320.1_from_2_to_2860369_total_2860368_2530	EC:3.4.22.70
AP017321.1_from_2_to_55980_total_55979_4	EC:2.3.1.-;EC:2.7.1.190
CP012978.1_from_2_to_1105853_total_1105852_802	EC:1.4.1.2
CP012978.1_from_2_to_1105853_total_1105852_988	EC:1.14.99.48
CP012978.1_from_1722188_to_2678880_total_956693_212	EC:3.1.4.3
CP012978.1_from_1722188_to_2678880_total_956693_679	EC:5.4.2.2
CP012978.1_from_1722188_to_2678880_total_956693_716	EC:3.4.22.70
HE579071.1_from_160009_to_160274_total_266_1	EC:1.14.99.48
HE579071.1_from_184647_to_184893_total_247_1	EC:1.2.1.38
HE579071.1_from_1643857_to_1644102_total_246_2	EC:2.7.6.5
HE579071.1_from_1671997_to_1672259_total_263_2	EC:6.1.1.9
HE579071.1_from_1674609_to_1674959_total_351_1	EC:6.1.1.9
HE579071.1_from_1768814_to_1768963_total_150_1	EC:6.3.2.8
HE579071.1_from_2115823_to_2116083_total_261_1	EC:3.1.3.48
HE579071.1_from_2340497_to_2340753_total_257_1	EC:3.5.3.8
CP014791.1_from_1_to_1707370_total_1707370_810	EC:1.4.1.2
CP014791.1_from_1_to_1707370_total_1707370_982	EC:1.14.99.48
CP014791.1_from_1707377_to_2664661_total_957285_683	EC:5.4.2.2
CP014791.1_from_1707377_to_2664661_total_957285_714	EC:3.4.22.70
CP018331.1_from_999893_to_1001126_total_1234_1	EC:1.2.1.41
CP016671.1_from_1_to_2180569_total_2180569_457	EC:2.4.99.6
CP016671.1_from_1_to_2180569_total_2180569_633	EC:3.1.21.4
CP016671.1_from_1_to_2180569_total_2180569_1681	EC:2.7.7.43
CP016671.1_from_1_to_2180569_total_2180569_1686	EC:7.6.2.12
CP013840.1_from_149887_to_156430_total_6544_7	EC:4.4.1.13
CP013840.1_from_832830_to_840184_total_7355_1	EC:4.1.2.25
CP002868.1_from_550638_to_678024_total_127387_7	EC:2.5.1.101
CP002868.1_from_550638_to_678024_total_127387_11	EC:2.7.7.82
CP002868.1_from_1136317_to_1194464_total_58148_2	EC:7.2.4.2
CP002868.1_from_1657947_to_1817183_total_159237_4	EC:4.-.-.-
CP002868.1_from_1657947_to_1817183_total_159237_33	EC:1.17.7.3
CP002868.1_from_2004019_to_2134637_total_130619_41	EC:1.4.7.1
CP002868.1_from_2134674_to_2420009_total_285336_44	EC:2.6.1.-
CP001810.1_from_365883_to_376853_total_10971_5	EC:3.5.4.12
CP001810.1_from_545146_to_570186_total_25041_7	EC:2.5.1.101
CP001810.1_from_1329281_to_1341133_total_11853_6	EC:3.2.1.1
CP001810.1_from_1520314_to_1530374_total_10061_8	EC:6.4.1.1
CP001810.1_from_3363146_to_3377445_total_14300_9	EC:2.2.1.1
CP012419.2_from_878744_to_886686_total_7943_3	EC:3.1.-.-;EC:3.6.4.12
CP012419.2_from_1372605_to_1376641_total_4037_1	EC:6.3.2.7
CP012419.2_from_1465205_to_1468780_total_3576_1	EC:3.4.11.-
CP012419.2_from_1568957_to_1575073_total_6117_1	EC:3.6.1.66
CP012419.2_from_1615698_to_1618437_total_2740_2	EC:2.7.1.121
CP004752.1_from_256161_to_257088_total_928_2	EC:2.4.1.180
CP004752.1_from_380290_to_383837_total_3548_1	EC:3.2.1.23
CP004752.1_from_432395_to_435549_total_3155_5	EC:2.3.1.30
CP004752.1_from_594732_to_595537_total_806_1	EC:4.1.3.27
CP004752.1_from_1236657_to_1238330_total_1674_2	EC:3.6.1.41
CP004752.1_from_2223123_to_2229537_total_6415_6	EC:3.5.2.9
CP004752.1_from_2622117_to_2624097_total_1981_4	EC:3.5.1.1
CP016953.1_from_1821266_to_1823499_total_2234_3	EC:1.2.1.11
CP009472.1_from_14_to_939222_total_939209_2	EC:2.7.7.7
CP009472.1_from_14_to_939222_total_939209_3	EC:3.1.-.-;EC:3.6.4.12
CP009472.1_from_14_to_939222_total_939209_728	EC:7.6.2.2
CP009472.1_from_1123839_to_1967557_total_843719_33	EC:7.2.2.5
CP009472.1_from_1967571_to_2293659_total_326089_134	EC:2.3.1.18
CP009472.1_from_1967571_to_2293659_total_326089_302	EC:2.4.1.337
CP010999.1_from_76708_to_81231_total_4524_9	EC:3.4.16.-
CP010999.1_from_149140_to_155731_total_6592_6	EC:3.2.1.11
CP010999.1_from_149140_to_155731_total_6592_7	EC:3.2.1.11
CP010999.1_from_372106_to_378795_total_6690_1	EC:2.7.1.202
CP010999.1_from_465847_to_473755_total_7909_5	EC:2.7.1.-
CP010999.1_from_976457_to_976909_total_453_1	EC:3.2.1.86
CP010999.1_from_1129764_to_1130946_total_1183_1	EC:5.4.2.10
CP010999.1_from_1266120_to_1270644_total_4525_2	EC:5.1.3.3
CP010999.1_from_1666492_to_1674550_total_8059_9	EC:1.3.99.33
CP001809.2_from_24082_to_25347_total_1266_1	EC:3.1.4.-;EC:3.1.4.41
CP001809.2_from_1109100_to_1110547_total_1448_1	EC:5.4.99.61
CP001809.2_from_1722199_to_1724002_total_1804_3	EC:2.7.7.18
AE015929.1_from_4_to_2499278_total_2499275_44	EC:3.1.21.3
AE015929.1_from_4_to_2499278_total_2499275_234	EC:1.1.1.-
AE015929.1_from_4_to_2499278_total_2499275_706	EC:3.2.1.96;EC:3.5.1.28
AE015929.1_from_4_to_2499278_total_2499275_1036	EC:5.1.1.1
AE015929.1_from_4_to_2499278_total_2499275_1485	EC:3.4.21.19
AE015929.1_from_4_to_2499278_total_2499275_1703	EC:1.14.99.48
AE015929.1_from_4_to_2499278_total_2499275_1716	EC:1.-.-.-
CP015025.1_from_109990_to_110747_total_758_1	EC:1.2.1.38
CP015025.1_from_239911_to_240267_total_357_1	EC:4.1.99.19
CP015025.1_from_280693_to_281101_total_409_2	EC:1.1.1.140
CP015025.1_from_538176_to_540055_total_1880_3	EC:7.2.2.14
CP015025.1_from_863452_to_863934_total_483_1	EC:2.2.1.6
CP015025.1_from_960792_to_962980_total_2189_1	EC:7.2.2.16
CP015025.1_from_1117153_to_1119136_total_1984_2	EC:4.3.1.7
CP015025.1_from_1271470_to_1273051_total_1582_1	EC:2.7.7.7
CP015025.1_from_1779319_to_1780982_total_1664_3	EC:2.1.1.189
CP015025.1_from_1781091_to_1781537_total_447_1	EC:2.1.1.189
CP015025.1_from_1791013_to_1792513_total_1501_1	EC:3.5.1.28
CP015025.1_from_2001155_to_2002433_total_1279_1	EC:4.1.3.38
CP015025.1_from_2194557_to_2196001_total_1445_3	EC:3.1.13.1
CP015025.1_from_2354519_to_2354980_total_462_1	EC:1.2.1.39
CP015025.1_from_2491994_to_2493392_total_1399_1	EC:2.3.1.174;EC:2.3.1.223
CP015025.1_from_2625466_to_2626693_total_1228_2	EC:1.14.13.113
CP015025.1_from_2952968_to_2953617_total_650_1	EC:4.4.1.5
CP015025.1_from_3049603_to_3050341_total_739_1	EC:1.17.1.9;EC:1.17.99.7
CP015025.1_from_3375292_to_3375523_total_232_1	EC:2.4.1.15
CP015025.1_from_3462397_to_3463556_total_1160_1	EC:2.6.1.9
CP015025.1_from_3493156_to_3493681_total_526_1	EC:2.7.7.13
CP015025.1_from_3622283_to_3622727_total_445_1	EC:7.5.2.11
CP015025.1_from_3627260_to_3630046_total_2787_1	EC:3.5.4.16
CP015025.1_from_3635693_to_3636388_total_696_1	EC:3.1.21.2
CP015025.1_from_3699428_to_3700569_total_1142_1	EC:1.1.5.3
CP015025.1_from_3712369_to_3712992_total_624_2	EC:4.2.1.113
CP015025.1_from_3958744_to_3959984_total_1241_3	EC:3.5.1.18
CP015025.1_from_4002486_to_4006472_total_3987_5	EC:2.1.1.192
CP015025.1_from_4163362_to_4164377_total_1016_2	EC:2.3.3.13
CP015025.1_from_4401200_to_4402263_total_1064_2	EC:2.3.1.40;EC:6.2.1.20
CP015025.1_from_4609308_to_4609943_total_636_2	EC:2.7.7.42;EC:2.7.7.89
CP015025.1_from_4690530_to_4692416_total_1887_1	EC:2.7.1.29
CP015025.1_from_4750561_to_4751153_total_593_1	EC:2.7.7.8
CP015025.1_from_4804389_to_4805701_total_1313_1	EC:1.4.1.13
CP015025.1_from_4957883_to_4959435_total_1553_3	EC:3.4.21.105
CP015025.1_from_5043737_to_5045762_total_2026_2	EC:3.2.1.28
CP015025.1_from_5066919_to_5068195_total_1277_2	EC:2.4.1.12
CP015025.1_from_5196905_to_5197815_total_911_2	EC:3.6.4.12
CP015025.1_from_5276515_to_5277074_total_560_1	EC:3.11.1.1
CP015026.1_from_129769_to_130928_total_1160_1	EC:5.4.2.10
CP012011.1_from_651653_to_1299275_total_647623_380	EC:1.4.1.2
CP012011.1_from_651653_to_1299275_total_647623_628	EC:1.14.99.48
CP012011.1_from_2219950_to_2425061_total_205112_8	EC:3.1.4.3
CP012011.1_from_2219950_to_2425061_total_205112_129	EC:2.3.1.-;EC:2.7.1.190
CP012011.1_from_2765596_to_2959710_total_194115_4	EC:5.4.2.2
CP012011.1_from_2765596_to_2959710_total_194115_43	EC:3.4.22.70
CP009423.1_from_1107958_to_1190202_total_82245_26	EC:1.14.99.48
CP009423.1_from_1815888_to_1972675_total_156788_1	EC:2.8.1.4
CP009423.1_from_2086938_to_2126821_total_39884_32	EC:3.1.4.3
CP009423.1_from_2581427_to_2680832_total_99406_65	EC:5.4.2.2
CP009423.1_from_2680846_to_2751462_total_70617_17	EC:3.4.22.70
CP007560.1_from_19_to_1915527_total_1915509_146	EC:4.4.1.13
CP007560.1_from_19_to_1915527_total_1915509_1209	EC:3.1.21.1
CP010300.1_from_283016_to_290010_total_6995_1	EC:1.1.1.27
CP010300.1_from_692783_to_697220_total_4438_6	EC:7.5.2.4
CP010300.1_from_935793_to_940541_total_4749_4	EC:1.4.1.2
CP010300.1_from_1126874_to_1133876_total_7003_5	EC:1.14.99.48
CP010300.1_from_1788613_to_1795056_total_6444_1	EC:1.2.1.12
CP010300.1_from_2083766_to_2092986_total_9221_2	EC:3.1.4.3
CP010300.1_from_2479195_to_2493537_total_14343_15	EC:1.18.1.2
CP010300.1_from_2613769_to_2629706_total_15938_4	EC:5.4.2.2
CP010300.1_from_2657182_to_2663821_total_6640_8	EC:3.4.22.70
CP010300.1_from_2844146_to_2860558_total_16413_1	EC:3.6.3.-
CP002276.1_from_108868_to_112112_total_3245_1	EC:2.6.1.9
CP002276.1_from_177257_to_179928_total_2672_4	EC:3.1.4.53
CP002276.1_from_643683_to_645251_total_1569_2	EC:2.7.7.7
