sequence_ID	prediction
AP014942.1_from_2688366_to_2688709_total_344_1	EC:3.4.24.29
CP011116.1_from_148822_to_174315_total_25494_8	EC:1.1.1.-
CP011116.1_from_331478_to_349993_total_18516_17	EC:1.8.4.8
CP011116.1_from_788991_to_815912_total_26922_3	EC:1.14.99.48
CP011116.1_from_838795_to_863377_total_24583_4	EC:1.2.1.3
CP011116.1_from_1269331_to_1274678_total_5348_1	EC:3.5.2.9
CP011116.1_from_1626595_to_1646901_total_20307_5	EC:2.3.1.-;EC:2.7.1.190
CP011116.1_from_1970888_to_1986233_total_15346_1	EC:3.4.11.1;EC:3.4.11.10
CP011116.1_from_2255117_to_2259739_total_4623_1	EC:2.7.1.95
CP011116.1_from_2508021_to_2535418_total_27398_27	EC:4.4.1.13
CP006905.1_from_173092_to_220636_total_47545_17	EC:1.1.1.399
CP006905.1_from_1568428_to_1576111_total_7684_3	EC:1.3.8.1
CP006905.1_from_1700253_to_1717371_total_17119_16	EC:3.5.4.12
CP006905.1_from_2648201_to_2681855_total_33655_11	EC:2.3.1.18
CP007722.1_from_30_to_3077502_total_3077473_1225	EC:1.2.4.2;EC:2.3.1.61
CP007722.1_from_30_to_3077502_total_3077473_1567	EC:2.5.1.3;EC:2.7.1.49;EC:2.7.4.7
CP007722.1_from_30_to_3077502_total_3077473_2073	EC:2.4.1.346
CP007722.1_from_3077505_to_3176064_total_98560_21	EC:1.14.13.24
CP007722.1_from_3077505_to_3176064_total_98560_26	EC:4.1.3.27
CP007286.2_from_102927_to_103076_total_150_1	EC:2.1.1.182
CP007286.2_from_141683_to_142106_total_424_1	EC:3.4.16.4
CP007286.2_from_212619_to_213014_total_396_2	EC:4.1.1.11
CP007286.2_from_228080_to_228668_total_589_1	EC:7.2.2.16
CP007286.2_from_272574_to_272823_total_250_1	EC:2.3.1.129
CP007286.2_from_272939_to_273269_total_331_1	EC:2.4.1.182
CP007286.2_from_345498_to_347061_total_1564_2	EC:1.2.1.41
CP007286.2_from_555505_to_556653_total_1149_1	EC:4.3.2.3
CP007286.2_from_822074_to_822223_total_150_1	EC:2.1.1.197
CP007286.2_from_971824_to_972698_total_875_1	EC:2.3.1.54
CP007286.2_from_1061117_to_1062654_total_1538_3	EC:3.5.2.17
CP007286.2_from_1329137_to_1330035_total_899_2	EC:1.12.99.6
CP007286.2_from_1488800_to_1489225_total_426_1	EC:1.1.1.28
CP007286.2_from_1960466_to_1960615_total_150_1	EC:2.3.1.180
CP007286.2_from_2111995_to_2112794_total_800_1	EC:2.1.1.196
CP007286.2_from_2181864_to_2182399_total_536_2	EC:4.2.1.46
CP007286.2_from_2192821_to_2193307_total_487_2	EC:2.7.7.13
CP007286.2_from_2363783_to_2364449_total_667_1	EC:2.7.2.-
CP007286.2_from_2603122_to_2603363_total_242_1	EC:1.11.1.15
CP007286.2_from_2733984_to_2734535_total_552_2	EC:2.1.1.223
CP007286.2_from_2972422_to_2973335_total_914_1	EC:1.8.4.8
CP007286.2_from_3004717_to_3007222_total_2506_1	EC:5.4.99.26
CP007286.2_from_3020992_to_3021878_total_887_2	EC:2.1.1.186
CP007286.2_from_3030859_to_3031575_total_717_1	EC:3.5.1.28
CP007286.2_from_3100161_to_3100432_total_272_1	EC:1.4.4.2
CP007286.2_from_3276598_to_3277044_total_447_1	EC:2.1.1.174
CP007286.2_from_3329239_to_3329821_total_583_1	EC:3.6.4.13
CP007286.2_from_3581549_to_3582036_total_488_1	EC:2.4.1.1
CP007286.2_from_3737706_to_3738661_total_956_1	EC:1.1.1.130
CP007286.2_from_3773403_to_3774483_total_1081_1	EC:4.2.1.156;EC:4.2.1.42
CP007286.2_from_3847381_to_3848833_total_1453_2	EC:4.1.2.14
CP007286.2_from_3998227_to_3998519_total_293_1	EC:2.7.8.33
CP007286.2_from_4003616_to_4004447_total_832_2	EC:2.6.1.59
CP007286.2_from_4085645_to_4085794_total_150_1	EC:6.3.1.2
CP007286.2_from_4191100_to_4191406_total_307_1	EC:1.5.1.20
CP007286.2_from_4296938_to_4297593_total_656_2	EC:5.3.1.9
CP007286.2_from_4411186_to_4411831_total_646_1	EC:1.8.5.3
CP007286.2_from_4426797_to_4427250_total_454_1	EC:4.3.1.1
CP011913.1_from_163652_to_264686_total_101035_24	EC:2.4.2.36
CP011913.1_from_1231567_to_1253642_total_22076_2	EC:5.4.99.61
CP011913.1_from_1253650_to_1309116_total_55467_10	EC:2.1.1.13
CP003214.1_from_492261_to_496249_total_3989_1	EC:5.4.2.10
CP003214.1_from_1331199_to_1335401_total_4203_1	EC:6.1.1.23
CP003214.1_from_2079910_to_2081004_total_1095_1	EC:2.7.2.1
AP017320.1_from_4_to_2860367_total_2860364_901	EC:1.4.1.2
AP017320.1_from_4_to_2860367_total_2860364_1071	EC:1.14.99.48
AP017320.1_from_4_to_2860367_total_2860364_1944	EC:3.1.4.3
AP017320.1_from_4_to_2860367_total_2860364_2476	EC:5.4.2.2
AP017320.1_from_4_to_2860367_total_2860364_2511	EC:3.4.22.70
AP017321.1_from_6_to_55980_total_55975_3	EC:2.3.1.-;EC:2.7.1.190
CP002419.1_from_72868_to_73802_total_935_2	EC:7.6.2.12
CP002419.1_from_553468_to_553749_total_282_1	EC:1.5.5.1
CP002419.1_from_612759_to_613633_total_875_1	EC:7.2.2.7
CP002419.1_from_687347_to_688157_total_811_1	EC:5.4.99.23
CP002419.1_from_752699_to_753072_total_374_1	EC:2.4.2.9
CP002419.1_from_944479_to_944772_total_294_1	EC:1.8.1.4
CP002419.1_from_1031324_to_1031952_total_629_1	EC:2.7.2.11
CP002419.1_from_1212453_to_1213258_total_806_2	EC:1.17.4.1
CP002419.1_from_1436945_to_1437726_total_782_1	EC:3.1.3.5
CP002419.1_from_1483749_to_1484316_total_568_2	EC:3.5.1.18
CP002419.1_from_1578766_to_1579190_total_425_2	EC:2.7.1.49;EC:2.7.4.7
CP002419.1_from_1938007_to_1938967_total_961_4	EC:6.1.1.14
CP011531.1_from_3049882_to_3057951_total_8070_4	EC:3.2.1.22;EC:3.2.1.n1;EC:3.2.1.n2
CP011531.1_from_5087628_to_5111678_total_24051_10	EC:1.4.7.1
CP015190.1_from_449269_to_450950_total_1682_1	EC:5.4.2.10
CP015190.1_from_1133783_to_1135231_total_1449_1	EC:5.4.99.61
CP000727.1_from_3348498_to_3760555_total_412058_23	EC:2.8.3.17
AE017143.1_from_303306_to_304700_total_1395_1	EC:7.2.1.1
AE017143.1_from_578791_to_579235_total_445_1	EC:3.6.1.23
AE017143.1_from_1202400_to_1203120_total_721_1	EC:2.1.3.15
AP009484.1_from_788632_to_789016_total_385_1	EC:6.4.1.1
FR821779.1_from_407077_to_407314_total_238_1	EC:1.1.1.205
FR821779.1_from_513430_to_513921_total_492_1	EC:6.3.4.19
FR821779.1_from_843334_to_844236_total_903_2	EC:4.2.1.10
FR821779.1_from_953608_to_954015_total_408_1	EC:1.4.1.2
FR821779.1_from_1049959_to_1050278_total_320_1	EC:4.1.3.36
FR821779.1_from_1328773_to_1329033_total_261_1	EC:1.1.5.3
FR821779.1_from_1450844_to_1451610_total_767_2	EC:1.2.4.2
FR821779.1_from_1525890_to_1526167_total_278_1	EC:3.1.-.-
FR821779.1_from_1750101_to_1750741_total_641_1	EC:2.3.3.16
FR821779.1_from_1757510_to_1757960_total_451_1	EC:1.1.1.38
FR821779.1_from_1992592_to_1993139_total_548_1	EC:4.3.2.2
FR821779.1_from_2127651_to_2128104_total_454_1	EC:3.1.3.48
FR821779.1_from_2582881_to_2583145_total_265_1	EC:1.3.8.-
FR821779.1_from_2663710_to_2664688_total_979_1	EC:3.4.24.29
CP018331.1_from_2_to_2474143_total_2474142_171	EC:1.2.4.2;EC:2.3.1.61
CP018331.1_from_2_to_2474143_total_2474142_1797	EC:2.4.2.36
CP016671.1_from_1_to_2180570_total_2180570_465	EC:2.4.99.6
CP016671.1_from_1_to_2180570_total_2180570_644	EC:3.1.21.4
CP016671.1_from_1_to_2180570_total_2180570_1698	EC:2.7.7.43
CP016671.1_from_1_to_2180570_total_2180570_1703	EC:7.6.2.12
CP002097.1_from_4_to_2337910_total_2337907_25	EC:3.1.4.-;EC:3.1.4.41
CP002097.1_from_4_to_2337910_total_2337907_1032	EC:5.4.99.61
CP015622.1_from_626958_to_628125_total_1168_1	EC:5.1.1.1
CP015622.1_from_1109181_to_1110400_total_1220_1	EC:3.5.1.103
CP015622.1_from_2247001_to_2248482_total_1482_1	EC:1.2.1.41
CP012392.1_from_416282_to_416564_total_283_1	EC:1.2.1.88;EC:1.5.5.2
CP012392.1_from_576844_to_577347_total_504_1	EC:2.1.1.-;EC:2.1.1.35
CP012392.1_from_1007785_to_1008050_total_266_1	EC:1.17.4.1
CP012392.1_from_1524746_to_1525221_total_476_1	EC:5.4.99.23
CP012392.1_from_1915510_to_1915771_total_262_1	EC:6.1.1.14
FM211187.1_from_321788_to_331741_total_9954_5	EC:3.2.1.97
AP012280.1_from_5628380_to_5628777_total_398_1	EC:3.1.3.27
CP015145.1_from_2405263_to_2406055_total_793_1	EC:7.3.2.5
CP015145.1_from_2612574_to_2613912_total_1339_1	EC:1.3.8.-
CP015145.1_from_3318837_to_3320176_total_1340_1	EC:2.6.1.76
AE015929.1_from_2_to_2499276_total_2499275_43	EC:3.1.21.3
AE015929.1_from_2_to_2499276_total_2499275_232	EC:1.1.1.-
AE015929.1_from_2_to_2499276_total_2499275_701	EC:3.2.1.96;EC:3.5.1.28
AE015929.1_from_2_to_2499276_total_2499275_1025	EC:5.1.1.1
AE015929.1_from_2_to_2499276_total_2499275_1469	EC:3.4.21.19
AE015929.1_from_2_to_2499276_total_2499275_1688	EC:1.14.99.48
AE015929.1_from_2_to_2499276_total_2499275_1701	EC:1.-.-.-
CP012715.1_from_869259_to_869894_total_636_2	EC:2.5.1.19
CP012715.1_from_1174427_to_1174797_total_371_1	EC:2.1.1.74
LN832404.1_from_2_to_1438580_total_1438579_147	EC:7.2.2.16
LN832404.1_from_2_to_1438580_total_1438579_290	EC:1.2.99.6
LN832404.1_from_2_to_1438580_total_1438579_345	EC:2.3.1.18
LN832404.1_from_2_to_1438580_total_1438579_450	EC:7.6.2.2
LN832404.1_from_2_to_1438580_total_1438579_451	EC:7.6.2.2
LN832404.1_from_2_to_1438580_total_1438579_631	EC:3.5.1.128
LN832404.1_from_2_to_1438580_total_1438579_798	EC:3.1.21.4;EC:3.6.4.-;EC:3.6.4.12
LN832404.1_from_2_to_1438580_total_1438579_852	EC:1.1.1.-;EC:1.1.1.237
LN832404.1_from_2_to_1438580_total_1438579_1245	EC:4.3.2.7
LN832404.1_from_1438605_to_4638125_total_3199521_41	EC:1.2.1.21;EC:1.2.1.22
LN832404.1_from_1438605_to_4638125_total_3199521_694	EC:3.1.3.16
LN832404.1_from_1438605_to_4638125_total_3199521_1300	EC:4.2.2.n1
LN832404.1_from_1438605_to_4638125_total_3199521_1336	EC:2.7.1.217
LN832404.1_from_1438605_to_4638125_total_3199521_1645	EC:3.6.1.25
LN832404.1_from_1438605_to_4638125_total_3199521_1944	EC:2.7.7.n1
LN832404.1_from_1438605_to_4638125_total_3199521_1955	EC:5.1.3.41
LN832404.1_from_1438605_to_4638125_total_3199521_1956	EC:2.7.1.218
LN832404.1_from_1438605_to_4638125_total_3199521_2220	EC:2.4.1.56
LN832404.1_from_1438605_to_4638125_total_3199521_2280	EC:3.2.1.122
LN832404.1_from_1438605_to_4638125_total_3199521_2540	EC:2.7.1.202
LN832404.1_from_1438605_to_4638125_total_3199521_2961	EC:2.7.7.7
CP010402.1_from_579817_to_580384_total_568_1	EC:3.5.1.-
CP010402.1_from_672970_to_673119_total_150_1	EC:7.5.2.4
CP010402.1_from_880335_to_881061_total_727_2	EC:1.6.-.-
CP010402.1_from_1073722_to_1074252_total_531_1	EC:6.4.1.1
CP010402.1_from_1277531_to_1277837_total_307_1	EC:1.1.5.3
CP010402.1_from_1314398_to_1315113_total_716_1	EC:3.4.21.88
CP010402.1_from_1569070_to_1570128_total_1059_1	EC:3.2.1.10
CP010402.1_from_1594694_to_1595385_total_692_2	EC:1.4.4.2
CP010402.1_from_1734394_to_1734979_total_586_2	EC:2.7.1.24
CP010402.1_from_1752676_to_1753879_total_1204_2	EC:1.1.1.38
CP010402.1_from_1803306_to_1803924_total_619_1	EC:6.3.2.8
CP010402.1_from_1898061_to_1898400_total_340_1	EC:4.99.1.1
CP010402.1_from_1921522_to_1922540_total_1019_2	EC:2.1.1.207
CP010402.1_from_1959742_to_1960614_total_873_1	EC:2.7.13.3
CP010402.1_from_1990640_to_1991005_total_366_1	EC:6.3.1.5
CP010402.1_from_2015024_to_2017408_total_2385_2	EC:3.1.4.3
CP010402.1_from_2256118_to_2257520_total_1403_1	EC:4.1.2.40
CP010402.1_from_2393064_to_2393618_total_555_1	EC:5.3.3.2
CP010402.1_from_2657704_to_2657985_total_282_1	EC:2.1.2.11
CP010404.1_from_1785_to_2458_total_674_1	EC:2.1.1.184
CP009610.1_from_40299_to_46151_total_5853_8	EC:2.6.1.76
CP009610.1_from_1075212_to_1089035_total_13824_11	EC:2.7.7.7
CP009610.1_from_1144073_to_1158004_total_13932_8	EC:2.4.99.6
CP009610.1_from_1375308_to_1387017_total_11710_7	EC:3.1.21.4
CP009610.1_from_1584511_to_1588686_total_4176_1	EC:3.6.1.25
AE014133.2_from_305182_to_307070_total_1889_2	EC:1.1.1.94
AE014133.2_from_864364_to_871310_total_6947_1	EC:2.4.1.5
AE014133.2_from_953789_to_962414_total_8626_2	EC:2.4.1.5
AE014133.2_from_962887_to_968711_total_5825_5	EC:2.4.2.52
AE014133.2_from_1220147_to_1224006_total_3860_5	EC:3.1.-.-;EC:3.1.3.7
AE014133.2_from_1896110_to_1900778_total_4669_2	EC:2.4.1.10
AE014133.2_from_1915742_to_1918049_total_2308_1	EC:3.2.1.11
CP012011.1_from_496150_to_496457_total_308_1	EC:6.3.5.2
CP012011.1_from_573305_to_574732_total_1428_1	EC:4.4.1.13
CP012011.1_from_1011846_to_1012488_total_643_1	EC:1.6.99.-
CP012011.1_from_1029211_to_1030806_total_1596_1	EC:1.4.1.2
CP012011.1_from_1265895_to_1267840_total_1946_1	EC:1.14.99.48
CP012011.1_from_1496804_to_1498626_total_1823_1	EC:2.2.1.1
CP012011.1_from_1644832_to_1646667_total_1836_3	EC:3.1.22.4
CP012011.1_from_1774463_to_1775811_total_1349_3	EC:2.3.1.181
CP012011.1_from_1778268_to_1778905_total_638_2	EC:1.4.4.2
CP012011.1_from_2176032_to_2179282_total_3251_1	EC:6.3.5.13
CP012011.1_from_2181429_to_2182195_total_767_1	EC:2.7.1.107
CP012011.1_from_2200556_to_2201240_total_685_1	EC:6.3.1.5
CP012011.1_from_2224322_to_2230766_total_6445_3	EC:3.1.4.3
CP012011.1_from_2400695_to_2401889_total_1195_2	EC:4.4.1.21
CP012011.1_from_2605764_to_2606355_total_592_1	EC:3.5.3.8
CP012011.1_from_2703437_to_2703930_total_494_1	EC:2.8.1.6
CP012011.1_from_2812059_to_2815397_total_3339_4	EC:3.4.22.70
CP003904.1_from_232670_to_233664_total_995_1	EC:1.8.4.11;EC:1.8.4.12
CP003904.1_from_277249_to_278322_total_1074_1	EC:3.5.4.4
CP003904.1_from_341536_to_343633_total_2098_1	EC:2.7.7.81;EC:3.6.1.57
CP003904.1_from_374765_to_375903_total_1139_1	EC:2.6.1.92
CP003904.1_from_415301_to_415735_total_435_1	EC:6.1.1.20
CP003904.1_from_953710_to_954258_total_549_1	EC:2.7.2.1
CP003904.1_from_1137477_to_1138702_total_1226_2	EC:3.6.1.-;EC:3.6.1.3
CP003904.1_from_1260701_to_1260993_total_293_1	EC:6.1.1.21
CP003904.1_from_1286069_to_1286896_total_828_2	EC:3.1.21.4
CP015066.2_from_729466_to_730833_total_1368_1	EC:3.4.24.76
CP009423.1_from_365868_to_367216_total_1349_2	EC:4.1.3.3
CP009423.1_from_409437_to_410479_total_1043_1	EC:2.1.1.14
CP009423.1_from_436447_to_437025_total_579_1	EC:2.4.2.22
CP009423.1_from_546194_to_547273_total_1080_1	EC:6.3.4.19
CP009423.1_from_574931_to_575080_total_150_1	EC:6.1.1.17
CP009423.1_from_576062_to_576373_total_312_1	EC:6.1.1.17
CP009423.1_from_698812_to_699362_total_551_1	EC:7.5.2.4
CP009423.1_from_918192_to_918602_total_411_1	EC:6.2.1.54
CP009423.1_from_924471_to_924912_total_442_1	EC:1.6.99.-
CP009423.1_from_1131763_to_1132728_total_966_2	EC:1.14.99.48
CP009423.1_from_1135542_to_1135691_total_150_1	EC:6.1.1.20
CP009423.1_from_1260090_to_1260344_total_255_1	EC:3.4.25.2
CP009423.1_from_1399610_to_1400272_total_663_1	EC:2.3.2.17
CP009423.1_from_1439689_to_1440088_total_400_1	EC:1.2.4.2
CP009423.1_from_1622661_to_1623565_total_905_1	EC:1.2.4.4
CP009423.1_from_1638305_to_1638668_total_364_1	EC:1.4.4.2
CP009423.1_from_1641187_to_1642408_total_1222_2	EC:2.7.1.71
CP009423.1_from_1740573_to_1741046_total_474_1	EC:2.4.99.17
CP009423.1_from_1751403_to_1752257_total_855_1	EC:6.3.2.12;EC:6.3.2.17
CP009423.1_from_1848706_to_1848855_total_150_1	EC:6.3.2.8
CP009423.1_from_2116757_to_2117446_total_690_1	EC:3.1.4.3
CP009423.1_from_2263550_to_2263802_total_253_1	EC:3.1.3.48
CP009423.1_from_2488100_to_2488365_total_266_1	EC:5.3.1.6
CP009423.1_from_2735330_to_2735872_total_543_2	EC:2.5.1.96
CP009423.1_from_2765794_to_2766316_total_523_2	EC:6.3.2.1
CP009423.1_from_2814808_to_2815343_total_536_1	EC:3.5.3.6
LN827929.1_from_414299_to_414918_total_620_1	EC:7.1.1.-
LN827929.1_from_414299_to_414918_total_620_2	EC:7.1.1.-
CP007499.1_from_708970_to_722815_total_13846_15	EC:7.5.2.4
CP007499.1_from_923150_to_928975_total_5826_7	EC:2.8.1.7
CP007499.1_from_958451_to_969474_total_11024_10	EC:1.4.1.2
CP007499.1_from_1201871_to_1211853_total_9983_2	EC:1.14.99.48
CP007499.1_from_1289895_to_1292173_total_2279_1	EC:2.1.1.192
CP007499.1_from_1987026_to_1997410_total_10385_12	EC:4.1.1.49
CP007499.1_from_2151732_to_2173511_total_21780_18	EC:3.1.4.3
CP007499.1_from_2634179_to_2667629_total_33451_1	EC:2.6.1.62
CP007499.1_from_2701048_to_2704012_total_2965_3	EC:5.4.2.2
CP007499.1_from_2736694_to_2752299_total_15606_1	EC:3.1.3.11
CP007499.1_from_2736694_to_2752299_total_15606_15	EC:3.4.22.70
CP007499.1_from_2867275_to_2870242_total_2968_3	EC:3.4.24.29
CP007500.1_from_16775_to_23199_total_6425_2	EC:2.3.1.-;EC:2.7.1.190
FR733645.1_from_123_to_2976945_total_2976823_356	EC:1.1.1.6
FR733645.1_from_123_to_2976945_total_2976823_838	EC:7.2.2.10
FR733645.1_from_123_to_2976945_total_2976823_1565	EC:3.5.-.-
FR733645.1_from_123_to_2976945_total_2976823_1811	EC:2.4.1.333
FR733645.1_from_123_to_2976945_total_2976823_2603	EC:2.3.1.200
CP017711.1_from_20_to_2337088_total_2337069_24	EC:3.1.4.-;EC:3.1.4.41
CP017711.1_from_20_to_2337088_total_2337069_988	EC:5.4.99.61
CP012580.1_from_1171287_to_1174416_total_3130_1	EC:4.1.3.27
CP012580.1_from_1381530_to_1383539_total_2010_2	EC:4.2.1.77
CP012580.1_from_1975626_to_1977110_total_1485_1	EC:3.1.1.61;EC:3.5.1.44
CP012580.1_from_2593186_to_2595918_total_2733_1	EC:5.4.99.22
CP012580.1_from_4134060_to_4137834_total_3775_4	EC:2.3.1.267
CP012580.1_from_5927111_to_5935884_total_8774_6	EC:2.7.1.-;EC:2.7.10.2
CP014163.1_from_1328120_to_1328558_total_439_1	EC:2.1.1.207
CP000885.1_from_112492_to_123044_total_10553_5	EC:1.12.1.3
CP000885.1_from_1287530_to_1290659_total_3130_1	EC:2.4.1.282
CP000885.1_from_3114245_to_3115809_total_1565_3	EC:2.7.7.18
CP009554.1_from_904156_to_908984_total_4829_8	EC:1.6.-.-
CP009554.1_from_919755_to_936823_total_17069_9	EC:1.4.1.2
CP009554.1_from_1126956_to_1146250_total_19295_2	EC:1.14.99.48
CP009554.1_from_1622217_to_1676343_total_54127_1	EC:3.1.26.11
CP009554.1_from_2072481_to_2106388_total_33908_25	EC:3.1.4.3
CP009554.1_from_2635038_to_2659019_total_23982_7	EC:5.4.2.2
CP009554.1_from_2671774_to_2680880_total_9107_6	EC:3.4.22.70
CP009554.1_from_2764319_to_2769116_total_4798_1	EC:1.2.1.8
CP019038.1_from_2699678_to_2700798_total_1121_2	EC:3.5.4.2
CP010299.1_from_64_to_1026460_total_1026397_870	EC:1.4.1.2
CP010299.1_from_1026482_to_2872777_total_1846296_100	EC:1.14.99.48
CP010299.1_from_1026482_to_2872777_total_1846296_989	EC:3.1.4.3
CP010299.1_from_1026482_to_2872777_total_1846296_1528	EC:5.4.2.2
CP010299.1_from_1026482_to_2872777_total_1846296_1568	EC:3.4.22.70
CP004085.1_from_929405_to_930972_total_1568_2	EC:2.7.7.3
BA000035.2_from_451116_to_465478_total_14363_1	EC:1.3.1.98
BA000035.2_from_2213249_to_2214604_total_1356_1	EC:7.1.1.8
BA000035.2_from_2399705_to_2400788_total_1084_2	EC:2.7.7.18
BA000035.2_from_2446286_to_2447786_total_1501_3	EC:5.3.3.4
CP012968.1_from_1064896_to_1066651_total_1756_1	EC:1.4.1.2
CP012968.1_from_1119837_to_1121360_total_1524_1	EC:4.2.1.10
CP012968.1_from_2510140_to_2513691_total_3552_1	EC:1.17.1.9
CP012968.1_from_2613963_to_2618472_total_4510_5	EC:1.14.99.48
CP010206.1_from_254507_to_444911_total_190405_193	EC:4.2.2.n1
CP010206.1_from_518276_to_576155_total_57880_37	EC:3.1.3.27
CP010206.1_from_1062525_to_1297987_total_235463_42	EC:3.1.3.16
CP010206.1_from_1062525_to_1297987_total_235463_71	EC:5.1.3.26
CP010206.1_from_1062525_to_1297987_total_235463_186	EC:2.7.7.-;EC:2.7.7.7;EC:3.1.11.-
CP010206.1_from_1805569_to_1825919_total_20351_16	EC:1.3.1.n3
CP010206.1_from_1825973_to_1932593_total_106621_36	EC:1.2.1.21;EC:1.2.1.22
CP010206.1_from_1966048_to_1969596_total_3549_3	EC:3.1.4.52
CP010206.1_from_2031094_to_2064340_total_33247_8	EC:4.3.2.7
CP010206.1_from_2470853_to_2594103_total_123251_38	EC:1.1.1.-;EC:1.1.1.237
CP010206.1_from_2630622_to_2779586_total_148965_137	EC:6.1.1.16
CP010206.1_from_2779602_to_2824566_total_44965_41	EC:7.2.2.8
CP010206.1_from_2830288_to_3055504_total_225217_31	EC:7.6.2.2
CP010206.1_from_2830288_to_3055504_total_225217_133	EC:2.3.1.18
CP010206.1_from_2830288_to_3055504_total_225217_193	EC:1.2.99.6
CP010206.1_from_3135037_to_3295084_total_160048_111	EC:7.2.2.16
CP010206.1_from_3420811_to_3496356_total_75546_23	EC:2.7.7.7
CP010206.1_from_3496377_to_3539677_total_43301_35	EC:2.7.7.-;EC:3.6.4.12
CP010206.1_from_3763669_to_3996155_total_232487_111	EC:2.7.1.202
CP010206.1_from_4056672_to_4091423_total_34752_6	EC:3.1.6.-
CP010206.1_from_4609654_to_4643926_total_34273_30	EC:2.7.1.218
CP010206.1_from_4609654_to_4643926_total_34273_31	EC:5.1.3.41
CP010206.1_from_4643958_to_4673275_total_29318_8	EC:2.7.7.n1
CP010206.1_from_4926321_to_4955175_total_28855_2	EC:3.6.1.25
CP013182.1_from_282166_to_283165_total_1000_1	EC:3.4.24.75
CP013182.1_from_362673_to_362974_total_302_1	EC:2.1.1.14
CP013182.1_from_362984_to_363216_total_233_1	EC:2.1.1.14
CP013182.1_from_537379_to_537647_total_269_1	EC:2.7.14.1
CP013182.1_from_761394_to_761626_total_233_1	EC:1.17.4.1
CP013182.1_from_842183_to_842756_total_574_2	EC:4.2.1.10
CP013182.1_from_913340_to_913783_total_444_1	EC:4.3.2.1
CP013182.1_from_916833_to_917091_total_259_1	EC:5.3.1.9
CP013182.1_from_974955_to_975614_total_660_1	EC:1.3.1.39
CP013182.1_from_1038976_to_1039691_total_716_1	EC:3.5.1.2;EC:6.3.5.3
CP013182.1_from_1070997_to_1071280_total_284_1	EC:7.6.2.11
CP013182.1_from_1088334_to_1088934_total_601_1	EC:6.4.1.1
CP013182.1_from_1106574_to_1106922_total_349_1	EC:1.14.99.48
CP013182.1_from_1112340_to_1112585_total_246_1	EC:3.1.26.4
CP013182.1_from_1245312_to_1246153_total_842_1	EC:6.1.1.15
CP013182.1_from_1396374_to_1396918_total_545_1	EC:4.1.1.20
CP013182.1_from_1577955_to_1578709_total_755_2	EC:3.1.21.2
CP013182.1_from_1652098_to_1652402_total_305_1	EC:3.5.1.-
CP013182.1_from_1702168_to_1702437_total_270_1	EC:2.7.1.24
CP013182.1_from_1722558_to_1723195_total_638_1	EC:2.7.7.7
CP013182.1_from_1754543_to_1755030_total_488_2	EC:6.1.1.1
CP013182.1_from_1810416_to_1810855_total_440_1	EC:1.1.1.193;EC:3.5.4.26
CP013182.1_from_2116928_to_2117369_total_442_1	EC:3.1.3.48
CP013182.1_from_2212806_to_2213545_total_740_1	EC:4.1.2.40
CP013182.1_from_2213959_to_2214501_total_543_1	EC:2.7.1.144
CP013595.1_from_2087121_to_2088031_total_911_1	EC:3.5.4.11
CP013595.1_from_2143655_to_2144220_total_566_1	EC:2.3.1.157;EC:2.7.7.23
CP013598.1_from_421990_to_422736_total_747_2	EC:2.4.2.7
CP012695.1_from_2_to_2337121_total_2337120_26	EC:3.1.4.-;EC:3.1.4.41
CP012695.1_from_2_to_2337121_total_2337120_982	EC:5.4.99.61
CP011502.1_from_488696_to_490112_total_1417_2	EC:3.5.2.9
CP011502.1_from_3146643_to_3174060_total_27418_18	EC:4.2.1.10
CP010295.1_from_262076_to_263168_total_1093_1	EC:2.3.1.54
CP010295.1_from_363079_to_367107_total_4029_1	EC:4.2.1.70
CP010295.1_from_505195_to_506073_total_879_2	EC:3.2.1.93
CP010295.1_from_642920_to_645135_total_2216_2	EC:2.3.1.8
CP010295.1_from_764308_to_765653_total_1346_1	EC:1.1.1.-;EC:1.1.1.283
CP010295.1_from_939034_to_941591_total_2558_1	EC:1.4.1.2
CP010295.1_from_1027816_to_1029237_total_1422_1	EC:2.4.1.70
CP010295.1_from_1128162_to_1131751_total_3590_4	EC:1.14.99.48
CP010295.1_from_1207434_to_1207703_total_270_1	EC:2.7.7.6
CP010295.1_from_1422160_to_1424023_total_1864_1	EC:3.-.-.-
CP010295.1_from_1491542_to_1492759_total_1218_2	EC:1.4.1.1
CP010295.1_from_1695766_to_1697776_total_2011_1	EC:3.6.5.n1
CP010295.1_from_2031887_to_2033321_total_1435_2	EC:6.3.5.13
CP010295.1_from_2083631_to_2085186_total_1556_2	EC:3.1.4.3
CP010295.1_from_2195188_to_2195825_total_638_1	EC:7.2.2.6
CP010295.1_from_2230382_to_2231676_total_1295_3	EC:3.1.3.48
CP010295.1_from_2277783_to_2278535_total_753_1	EC:1.1.1.17
CP010295.1_from_2326565_to_2327453_total_889_1	EC:3.2.1.85
CP010295.1_from_2337668_to_2338518_total_851_1	EC:4.2.2.1
CP010295.1_from_2651455_to_2655391_total_3937_1	EC:3.1.3.11
CP010295.1_from_2693192_to_2694456_total_1265_1	EC:1.2.1.88
CP012004.1_from_1786586_to_1786982_total_397_1	EC:4.2.1.118
LT599049.1_from_7_to_26050_total_26044_2	EC:2.7.7.7
LT599049.1_from_7_to_26050_total_26044_3	EC:3.1.-.-;EC:3.6.4.12
